s0,s10,s90,s90d
107,92,99,19
98,80,88,16
60,51,13,1
120,95,157,19
41,30,6,3
41,28,10,0
110,77,116,8
103,70,75,14
107,74,99,25
52,30,13,0
103,82,64,2
50,33,9,3
102,96,131,13
12,19,7,5
70,46,42,129
124,252,249,248
104,73,81,20
41,38,6,1
100,73,86,11
59,55,11,1
119,70,99,24
106,83,116,28
46,32,7,0
104,86,92,9
49,37,9,0
36,31,11,0
18,21,7,8
104,46,27,2
101,86,119,30
115,90,97,13
103,75,74,13
30,18,14,0
101,89,103,4
124,80,130,21
113,85,157,25
103,76,85,7
50,30,8,2
101,72,81,17
37,29,6,1
116,89,90,12
36,20,10,0
137,73,122,22
35,34,6,0
85,66,65,10
47,34,10,1
103,78,125,15
132,86,143,23
112,77,92,10
105,72,101,12
44,33,12,4
107,38,19,0
40,33,3,0
112,81,118,15
96,46,25,2
97,70,74,10
106,70,112,24
108,75,102,15
95,47,28,2
111,77,137,19
94,102,74,26
50,34,12,0
47,27,5,4
119,82,121,14
110,51,29,5
33,24,11,0
86,92,79,26
110,82,110,12
111,85,112,11
108,83,174,23
53,42,10,3
113,98,133,19
71,45,34,111
208,252,249,248
208,251,249,248
42,27,12,0
83,67,45,4
101,68,112,11
33,15,14,0
39,35,10,0
114,86,116,10
52,36,14,5
26,15,17,1
106,48,29,1
106,71,103,21
101,77,74,8
128,57,119,15
93,81,77,14
110,100,56,5
42,25,8,0
49,39,7,0
106,86,149,14
90,46,17,6
107,85,73,11
36,23,6,1
114,73,88,7
47,34,5,3
43,35,2,0
32,19,12,2
101,43,19,4
113,86,142,13
47,31,9,0
123,82,160,29
91,72,61,13
32,28,8,0
122,77,99,26
93,73,60,13
44,32,11,0
105,95,185,23
98,55,24,4
120,85,130,18
112,74,76,6
50,31,13,1
116,96,101,11
95,74,88,13
20,15,11,3
53,28,15,0
112,80,113,13
48,29,10,0
105,78,90,14
108,87,105,10
118,90,140,20
102,86,104,37
96,43,23,3
103,41,88,13
107,103,117,13
49,31,10,0
98,77,77,14
39,42,5,1
46,31,7,0
109,98,174,26
114,88,161,35
103,81,131,14
117,74,139,18
104,102,80,13
33,23,6,0
100,75,120,13
36,21,12,0
49,42,11,2
113,76,117,20
48,37,9,3
108,94,94,23
48,26,8,1
55,42,9,6
107,77,87,13
126,84,97,14
113,88,111,11
18,19,4,1
101,58,76,10
102,94,144,22
31,22,10,1
117,71,109,13
103,83,126,11
126,124,157,20
94,43,19,1
43,30,19,8
111,86,103,31
104,88,109,23
105,79,85,11
128,83,127,13
110,95,123,17
108,72,82,11
92,46,20,0
38,34,4,3
62,49,12,3
95,77,74,13
97,45,22,2
40,34,11,4
133,73,111,17
97,75,84,4
47,28,16,2
108,93,104,11
66,40,9,0
35,35,9,2
112,76,87,21
106,83,80,15
37,30,5,0
36,32,4,0
86,85,78,14
106,68,85,15
96,64,84,5
110,101,147,32
119,89,134,29
34,33,7,3
116,82,110,18
96,80,67,11
40,32,8,1
91,68,75,8
93,81,50,10
38,29,2,6
102,77,72,8
91,47,23,0
98,70,115,18
110,81,110,13
71,96,126,103
111,76,103,8
136,65,169,22
32,26,2,0
102,46,24,1
99,73,77,9
78,39,13,0
109,83,84,22
119,86,140,16
108,44,37,0
109,73,84,12
41,31,17,1
98,72,55,11
121,82,85,9
108,89,127,12
63,117,249,248
123,101,133,31
113,77,75,11
49,26,14,0
45,29,11,4
119,92,127,15
18,26,3,1
126,75,140,27
102,78,108,14
100,75,68,15
44,27,7,0
99,63,73,13
123,97,122,17
122,74,25,3
96,74,89,15
102,50,28,0
101,73,93,7
57,44,12,1
50,37,12,2
51,36,12,0
47,28,10,0
37,30,10,2
36,23,8,0
48,32,8,1
112,80,118,20
41,30,9,1
125,108,138,14
52,37,11,0
51,41,6,3
106,78,108,8
107,71,100,9
113,47,36,4
107,72,96,26
115,74,99,17
100,86,94,15
32,24,10,4
115,73,77,12
38,30,5,1
40,33,5,1
107,71,101,19
119,79,111,18
107,81,80,17
114,103,140,18
113,82,87,9
105,77,103,22
123,96,128,10
112,73,95,5
37,35,13,0
51,29,13,1
104,76,55,14
111,85,132,23
46,34,11,2
105,79,93,10
99,97,86,15
42,29,5,0
42,34,7,1
84,72,72,52
51,37,9,0
91,82,81,15
55,42,10,2
28,29,5,2
25,28,3,0
115,83,80,12
108,77,122,13
125,104,150,19
102,71,74,9
115,91,136,19
36,31,8,0
107,75,85,9
103,75,83,11
114,95,98,11
108,64,66,17
112,74,127,17
115,103,143,31
30,30,5,0
35,22,7,1
99,82,80,13
95,58,24,0
116,42,17,0
102,95,134,26
45,30,9,2
128,126,145,32
40,28,9,0
49,58,6,1
95,65,87,8
100,84,93,18
102,82,125,27
46,30,8,3
105,75,120,25
38,31,8,0
48,39,13,2
102,157,249,248
45,32,11,1
107,68,70,20
96,75,70,6
126,105,91,14
109,75,115,16
89,45,20,1
95,71,79,57
36,26,6,2
107,81,93,19
49,35,11,3
98,83,117,18
102,72,76,5
44,29,8,4
104,76,84,16
105,79,80,6
45,35,8,2
42,32,13,0
47,32,5,3
108,76,76,15
40,29,7,2
102,77,90,10
101,51,21,0
36,28,3,1
65,20,21,1
104,72,93,19
119,107,82,24
40,30,11,0
105,95,82,15
97,65,67,7
124,77,100,18
109,71,111,20
102,51,21,4
43,34,11,0
46,33,12,0
44,33,15,0
38,34,7,4
39,24,11,1
40,31,10,3
127,59,82,9
110,89,122,12
101,95,117,27
42,30,12,1
99,69,79,12
135,57,158,19
92,36,17,0
19,9,90,9
39,29,7,0
96,90,74,6
122,70,115,26
122,68,110,25
56,40,3,2
101,79,76,11
116,79,108,12
108,90,122,10
16,17,10,4
103,82,94,15
104,69,88,16
111,92,94,12
35,24,7,0
43,36,9,0
54,33,16,3
102,66,60,7
102,81,82,22
112,93,120,19
50,36,8,3
101,68,66,10
103,76,96,6
95,76,70,4
98,70,61,10
183,136,148,29
104,84,93,7
128,77,118,16
91,61,81,8
45,32,13,0
36,32,10,3
86,65,35,8
112,51,29,4
41,24,10,2
94,82,91,16
105,80,92,14
40,31,19,3
133,78,150,22
112,98,147,15
50,32,10,4
109,73,97,8
28,28,4,0
98,72,103,15
117,79,92,16
99,77,91,18
47,35,9,1
111,75,90,13
101,79,95,9
108,79,111,13
118,81,101,10
46,32,11,1
40,30,8,1
112,72,97,15
29,22,9,2
114,94,146,19
97,69,94,11
48,33,7,0
116,84,92,14
92,80,90,14
110,82,128,14
113,77,127,18
51,29,17,3
91,67,86,15
107,77,102,14
111,94,123,25
33,26,5,1
112,67,56,4
50,37,6,2
46,44,6,0
46,31,54,84
53,64,249,248
79,61,45,9
42,29,16,0
114,71,112,9
38,24,10,2
47,29,11,5
124,106,95,20
108,65,80,7
89,67,65,14
101,76,110,25
105,80,98,16
115,66,96,12
106,85,123,16
33,29,0,0
42,28,11,6
124,78,75,12
31,31,4,2
99,86,76,21
81,65,72,10
111,74,112,19
109,101,135,19
96,72,61,10
109,66,75,16
94,78,83,13
41,28,10,0
109,89,118,30
130,72,134,21
106,85,153,21
114,77,101,20
62,27,16,1
29,27,5,0
43,32,9,3
123,79,166,18
92,42,21,0
108,85,120,16
102,83,70,11
95,79,123,13
47,33,10,3
50,34,8,2
48,26,8,5
108,63,95,14
42,33,8,0
89,49,18,0
112,81,144,24
106,78,112,19
47,36,13,0
104,69,81,11
45,32,9,2
114,73,89,8
114,94,115,17
54,46,15,0
123,86,134,29
108,83,116,19
105,79,134,17
146,130,248,52
39,27,8,2
41,32,9,2
113,95,106,15
46,35,11,3
114,46,79,14
45,33,15,2
118,85,164,15
205,143,179,38
97,85,94,13
112,60,42,3
115,83,145,22
43,27,13,0
113,69,92,10
127,76,180,35
41,36,14,2
46,34,12,4
91,44,22,5
104,82,119,15
38,35,7,0
96,79,53,5
96,48,24,3
51,33,12,3
98,71,100,14
48,33,11,3
46,34,10,3
123,91,148,28
100,77,82,22
103,85,98,8
50,28,16,1
73,45,42,128
223,252,249,248
163,251,249,248
130,250,249,248
107,71,71,15
111,82,119,10
47,30,14,4
87,67,76,15
40,26,7,3
96,47,32,0
52,31,12,1
96,70,104,5
97,72,94,18
92,73,94,68
111,89,97,12
102,79,73,9
43,30,9,3
101,67,79,17
108,67,98,15
119,74,80,16
52,43,7,3
105,36,28,2
103,70,78,11
108,83,75,4
39,37,5,0
120,80,107,8
107,96,150,14
118,84,104,6
115,105,102,17
46,28,11,0
70,85,80,42
112,79,70,12
91,76,66,10
38,32,8,3
52,58,249,248
114,83,113,20
95,72,100,10
98,84,102,14
118,51,40,4
105,79,92,10
119,93,86,10
47,29,22,2
112,84,113,6
81,38,15,3
51,34,13,4
136,111,141,11
104,76,103,14
108,74,111,15
134,97,101,10
116,84,119,19
132,89,175,32
96,71,92,20
96,67,81,15
50,37,8,3
93,91,124,19
49,36,12,0
93,55,27,5
31,29,8,3
64,41,7,0
109,83,131,21
113,75,79,21
31,26,7,0
45,27,12,0
95,37,19,0
81,91,119,95
78,41,17,0
127,89,127,18
36,28,3,3
101,73,55,9
85,86,103,16
109,88,107,11
96,51,35,0
121,77,109,15
106,83,125,19
106,86,118,15
119,93,147,22
102,74,98,9
84,75,100,16
47,31,8,1
42,27,5,3
92,71,69,16
43,26,15,6
49,41,10,0
100,75,120,26
101,75,98,8
95,71,93,17
114,67,111,16
88,84,86,11
104,81,86,13
30,26,7,0
101,79,71,12
95,39,19,2
37,23,6,0
104,104,107,16
99,70,72,6
124,89,166,21
39,27,12,0
115,74,106,7
109,79,106,19
51,25,12,0
101,86,75,15
101,76,73,11
30,25,9,0
105,91,96,19
39,29,5,3
98,82,108,29
91,77,90,12
105,68,84,13
122,93,140,20
103,90,91,13
30,25,6,0
110,81,123,11
43,39,6,0
113,73,144,10
45,25,4,0
41,25,7,0
115,76,108,18
106,75,137,23
34,36,3,1
108,70,99,12
49,31,10,3
60,41,49,2
33,32,15,0
103,75,81,15
52,30,19,0
37,35,9,0
105,74,91,12
40,29,9,1
116,66,132,17
30,17,15,2
102,76,86,16
105,78,97,24
108,78,81,6
127,79,157,22
58,39,16,0
114,74,123,16
44,35,11,4
96,75,136,101
98,77,79,16
42,32,15,0
111,96,119,11
104,70,106,16
102,77,107,20
95,68,79,15
110,78,105,20
121,71,95,18
113,90,101,12
107,73,79,12
118,85,119,14
34,33,8,1
107,71,99,9
108,96,171,21
41,37,5,0
100,37,26,3
101,76,75,9
40,29,7,3
36,27,10,1
116,84,92,11
106,71,70,14
48,33,5,3
112,73,101,16
54,31,14,0
114,75,86,7
42,24,4,5
93,77,78,5
111,97,122,18
104,93,142,23
92,64,54,7
134,108,122,23
109,64,58,6
28,26,4,0
98,73,88,16
92,73,90,5
111,75,110,13
45,25,12,3
43,38,11,0
114,81,100,10
119,75,190,36
42,28,5,1
118,103,116,22
43,36,12,7
29,23,14,0
47,34,9,0
131,115,185,34
37,33,12,0
114,81,104,7
42,39,7,2
73,76,75,51
37,25,5,2
107,75,136,26
34,29,9,1
40,35,7,0
107,80,89,9
47,36,7,0
42,28,10,1
109,66,109,14
98,68,59,7
95,77,105,26
50,42,17,0
99,84,90,28
107,67,118,12
111,77,111,10
20,16,3,0
111,81,71,13
97,73,105,10
39,27,10,0
92,49,23,2
102,78,100,19
36,25,7,0
116,86,127,17
42,35,10,3
33,25,11,2
111,67,80,12
50,25,9,0
102,72,71,11
93,70,61,10
106,72,114,17
98,78,110,28
36,34,4,1
101,66,113,15
25,25,8,3
116,90,97,14
103,116,95,11
41,28,6,0
78,27,15,4
134,109,144,28
46,31,8,1
101,85,128,28
93,71,46,3
111,67,77,13
111,73,83,12
31,24,3,0
110,65,84,19
114,86,97,15
111,76,97,13
41,28,13,0
110,77,110,18
102,85,93,14
51,24,12,0
99,73,88,4
111,82,116,19
101,79,74,9
50,27,6,3
113,88,127,18
89,35,12,4
111,78,116,20
102,68,88,16
105,67,71,16
117,71,108,8
103,73,73,10
112,77,106,13
115,85,87,32
106,93,112,14
110,85,108,15
118,76,114,19
127,82,122,22
46,29,10,4
41,27,12,1
40,25,11,3
92,86,88,10
54,34,12,2
110,79,127,19
112,82,87,16
36,23,12,3
103,51,32,6
48,38,9,1
109,84,131,30
114,87,90,14
40,30,13,0
128,76,131,16
102,44,28,4
114,103,128,22
101,69,90,10
32,34,14,1
40,30,7,1
66,95,151,81
98,63,106,15
46,31,8,1
117,84,136,29
104,73,104,5
97,51,30,4
48,31,21,2
111,81,112,7
108,50,76,16
37,30,4,0
98,73,93,10
109,82,91,14
110,98,92,14
101,52,27,0
102,68,82,6
32,27,6,1
77,74,93,57
97,76,78,21
110,78,102,9
52,37,10,0
46,29,13,3
115,85,124,18
123,72,132,13
54,28,13,0
110,79,105,13
44,38,8,0
32,27,13,0
45,23,27,2
34,37,5,1
95,43,20,3
100,67,51,8
33,30,9,0
104,89,137,18
98,63,106,13
41,29,14,0
56,28,9,3
112,82,105,17
106,99,106,17
122,90,119,18
42,23,18,2
32,7,13,1
99,71,84,6
40,23,9,0
100,78,139,22
22,21,14,3
33,40,4,3
125,73,114,20
33,25,5,1
103,49,31,0
42,31,11,0
84,37,19,2
94,41,21,3
105,60,107,9
33,17,30,5
46,38,6,4
51,40,13,2
51,37,9,0
36,30,10,6
132,84,121,26
101,53,28,5
107,79,95,6
100,73,98,10
37,29,11,1
94,76,42,7
42,23,12,1
119,85,158,33
42,36,13,0
120,105,113,25
36,35,13,0
95,68,75,11
91,59,70,44
128,84,132,27
33,29,13,3
94,79,67,8
193,110,107,19
98,49,21,2
108,57,47,5
48,29,3,0
97,85,94,13
48,27,10,0
41,29,14,0
103,68,92,14
41,37,8,4
52,40,8,0
43,28,9,2
44,26,15,4
45,24,8,6
108,80,84,10
45,34,10,1
35,33,4,0
112,95,114,3
112,86,92,14
101,78,91,6
124,82,132,19
44,24,11,0
106,68,140,22
88,43,27,0
108,91,110,15
105,78,124,17
55,23,13,4
115,62,137,21
96,73,62,7
59,33,21,1
35,31,6,0
37,23,8,3
99,59,93,16
103,69,87,13
108,89,80,24
32,22,9,0
28,22,9,0
115,74,85,19
108,49,25,0
71,30,13,0
105,77,95,17
97,75,86,8
25,10,48,8
118,82,113,15
97,45,24,0
109,71,93,11
35,22,14,0
104,64,62,4
99,76,89,13
41,29,6,4
50,39,9,2
48,29,9,3
105,83,145,17
106,75,113,12
95,79,87,14
50,45,52,8
43,37,9,4
33,36,249,248
37,25,12,0
43,33,10,1
114,69,107,11
109,66,77,8
116,89,151,16
126,61,119,23
44,28,9,0
122,80,130,6
35,25,8,0
104,74,69,6
43,29,7,4
96,75,85,9
44,28,10,1
109,80,79,11
44,30,11,0
96,83,87,18
38,22,17,0
134,94,135,36
47,41,9,0
111,71,99,15
34,30,10,0
116,69,79,13
43,30,6,1
110,101,103,11
112,71,89,14
110,65,92,14
45,25,10,0
136,62,131,30
47,29,6,6
54,34,13,3
71,29,18,0
42,27,12,0
122,92,126,21
104,73,105,15
112,82,105,23
106,102,145,34
14,12,10,1
106,95,125,18
105,91,110,11
129,107,145,20
20,23,13,0
120,95,166,22
94,36,27,1
44,35,8,3
110,73,101,21
114,84,127,17
120,74,120,12
103,48,34,0
45,28,11,0
112,51,34,2
90,63,99,12
50,92,90,77
105,67,95,8
103,69,59,8
48,27,14,4
114,79,102,13
108,54,37,2
115,93,149,19
104,75,107,17
117,82,104,12
102,66,77,16
102,84,116,10
112,82,82,13
108,75,109,13
98,84,119,17
127,85,154,26
46,32,12,2
42,30,12,4
116,57,115,7
35,24,11,1
49,33,10,4
112,71,99,12
39,26,7,0
49,31,11,0
35,31,6,3
108,110,117,7
115,83,120,26
105,67,91,11
52,26,13,1
101,73,119,8
32,29,11,3
116,91,154,42
103,95,116,15
37,29,3,1
96,69,80,10
109,72,69,8
31,19,5,2
104,65,95,17
104,68,90,7
100,53,119,4
47,28,11,0
98,68,51,6
110,81,110,18
40,31,9,0
30,21,13,3
33,28,17,0
31,25,8,0
111,95,124,23
37,26,9,0
19,15,11,3
42,30,8,0
106,80,83,10
19,12,20,3
109,74,144,16
51,37,10,3
112,104,147,26
37,33,14,0
99,45,33,5
99,72,91,12
41,36,13,0
44,35,13,0
95,66,55,6
113,77,113,21
43,30,16,3
82,72,86,5
26,30,3,0
109,77,122,23
101,81,115,18
115,70,105,16
42,30,12,1
108,84,121,8
122,103,78,17
107,68,102,10
39,30,12,1
111,94,116,22
109,83,137,14
118,77,99,7
136,85,82,51
101,71,92,16
39,27,6,0
42,30,6,2
48,29,10,0
101,77,112,18
109,65,78,13
102,77,82,17
63,41,23,2
96,75,67,10
47,30,16,2
40,34,9,2
62,32,18,3
98,86,85,10
109,93,119,27
116,85,84,16
110,100,113,15
99,64,83,21
100,77,121,21
42,30,15,1
123,106,118,17
122,84,135,25
48,30,11,0
29,22,10,0
98,79,117,19
38,25,11,0
90,44,21,1
15,32,32,5
127,110,100,17
120,80,148,38
106,68,77,5
107,85,82,12
107,62,64,11
35,34,9,0
112,69,141,15
95,66,71,10
93,71,60,13
103,75,96,14
112,70,77,17
96,43,32,2
49,40,14,2
109,75,113,12
48,33,8,0
87,71,87,10
113,74,106,2
101,74,67,10
42,33,11,1
31,22,17,0
99,50,30,0
119,110,133,15
94,73,89,6
47,33,16,2
94,59,83,6
108,81,81,10
131,85,113,22
108,93,118,10
102,76,69,10
40,26,15,0
107,66,86,9
95,68,84,18
112,81,82,18
117,79,129,11
109,68,132,20
95,68,52,11
97,63,80,21
117,81,114,22
85,47,104,18
93,67,107,20
113,96,99,13
39,31,8,2
87,78,108,12
105,81,136,23
48,28,9,1
40,27,13,0
108,77,148,34
11,6,13,0
104,66,67,7
116,83,134,17
101,71,85,14
112,77,115,24
44,31,13,4
51,30,14,0
44,36,7,0
42,33,12,0
54,37,10,0
115,86,85,12
94,74,97,16
48,35,11,2
118,79,145,25
57,37,11,0
131,83,131,21
34,37,11,0
102,73,130,25
96,68,68,13
110,73,113,20
90,57,67,8
119,76,105,13
109,88,89,11
109,48,33,1
44,33,17,0
41,38,6,3
117,106,100,17
123,86,116,7
71,30,24,0
36,39,9,1
95,79,108,72
118,90,176,30
100,74,93,15
50,33,8,0
108,69,136,22
113,83,128,15
114,78,112,8
110,81,109,10
124,106,153,38
123,87,107,26
117,81,96,8
38,29,8,4
93,66,52,13
42,32,15,0
53,72,15,43
40,35,11,0
44,36,5,3
122,89,132,23
47,28,11,0
101,67,19,2
92,66,82,9
114,75,121,17
109,81,94,11
108,77,98,8
125,83,152,25
100,50,33,0
119,92,188,23
25,31,13,0
39,24,9,2
40,33,11,0
103,79,138,19
97,48,25,0
113,77,124,24
108,72,93,12
106,68,87,18
109,61,76,15
40,28,3,3
95,74,68,48
129,62,110,25
104,70,100,15
101,92,96,9
124,59,112,16
129,92,137,26
90,69,82,23
118,77,113,12
99,67,78,12
91,41,26,1
130,79,123,23
101,75,80,16
45,27,11,0
103,68,73,12
43,29,17,0
75,90,96,83
54,29,13,1
49,25,11,1
45,38,11,1
40,37,7,3
125,88,136,13
50,42,21,1
47,36,21,0
114,84,116,15
113,75,91,11
119,100,175,17
107,91,96,14
119,106,126,10
115,85,93,19
46,29,12,2
49,23,15,0
113,80,107,13
92,67,81,15
92,75,70,11
120,87,106,9
28,23,14,1
28,26,11,0
105,75,117,14
37,25,10,0
120,88,102,19
127,86,113,27
36,33,17,0
29,22,8,0
51,36,12,0
109,75,93,21
111,86,99,6
89,44,29,4
103,76,92,14
30,29,8,2
40,31,15,0
98,68,86,8
107,67,105,23
99,87,128,93
102,41,25,5
116,99,95,10
113,85,106,11
97,48,30,1
36,26,12,0
95,38,28,2
105,81,93,11
110,37,37,1
110,66,82,7
91,37,27,0
188,114,131,12
103,80,98,10
30,26,5,0
116,79,102,8
95,74,78,12
105,74,88,12
63,33,14,0
108,78,89,8
108,76,101,21
113,66,95,21
41,31,15,0
116,117,106,16
125,74,119,18
120,85,117,23
43,29,12,0
43,26,6,4
93,61,72,8
38,30,7,0
104,81,79,12
100,73,80,11
49,34,68,4
60,29,10,6
93,74,59,4
41,22,14,0
44,35,8,0
107,74,84,7
46,22,11,0
101,82,127,22
51,27,10,2
94,69,113,11
110,83,111,10
97,59,63,6
91,48,25,0
116,80,140,12
105,79,75,11
92,62,113,4
115,93,128,16
108,82,80,9
43,26,12,4
105,76,115,10
38,26,8,0
46,31,14,0
41,22,13,1
100,49,36,0
43,33,11,5
88,66,75,12
52,32,8,1
104,84,120,22
117,72,120,21
113,84,118,19
103,86,75,8
41,31,9,0
43,33,7,2
104,74,111,86
108,68,103,12
85,72,76,16
114,85,91,22
112,90,80,9
41,22,12,0
110,89,84,11
109,97,79,11
115,79,133,24
96,68,79,11
37,29,8,0
109,75,79,18
94,70,94,14
104,84,163,37
47,27,17,1
37,27,13,2
112,81,115,7
47,34,19,2
45,31,12,1
95,74,54,12
112,73,105,12
21,17,14,0
43,25,10,1
118,77,117,7
57,50,13,3
85,66,80,2
45,31,15,0
115,86,175,37
47,37,16,4
103,83,61,9
67,78,100,59
38,30,13,1
34,28,6,0
93,66,66,2
40,28,10,2
107,80,100,9
76,36,19,0
113,71,84,3
40,26,15,4
39,26,9,0
120,78,152,30
37,37,19,0
104,52,37,2
117,73,135,28
80,74,50,45
