s0,s10,s90,s90d
51,35,6,0
40,35,6,3
45,30,11,3
32,31,1,3
38,31,6,0
34,26,8,0
94,66,67,13
11,13,7,0
95,68,91,11
31,31,4,1
112,86,140,16
32,23,7,1
52,33,14,0
108,47,24,0
100,71,84,11
48,36,11,3
104,75,91,7
135,116,139,11
104,84,123,21
47,32,13,2
92,70,62,12
48,38,21,0
86,60,77,7
125,118,138,15
98,69,89,14
106,68,90,14
33,35,73,4
14,20,15,4
40,28,10,0
45,34,18,0
93,73,53,9
98,73,96,20
99,63,99,13
117,73,85,9
102,74,120,9
46,28,23,4
41,32,9,0
77,85,71,39
118,80,115,16
90,62,65,12
48,31,7,1
116,79,155,20
33,22,12,1
106,67,106,17
46,28,9,3
31,21,11,2
44,30,13,1
38,33,9,1
36,21,13,2
107,79,109,20
104,74,131,28
93,70,61,11
97,88,129,68
93,43,18,0
127,107,90,8
33,31,6,4
37,29,8,0
32,25,3,4
137,70,143,29
102,79,75,6
95,80,92,10
35,31,11,0
107,81,85,13
89,78,108,8
98,39,25,7
104,52,33,6
45,32,9,3
94,73,92,21
42,29,7,1
43,35,9,1
88,66,61,3
81,59,40,7
110,75,112,12
99,76,109,21
108,77,131,15
34,30,7,0
50,36,7,0
55,42,17,0
48,40,14,5
100,72,100,6
99,85,108,21
114,76,151,23
36,34,4,2
109,52,37,9
115,71,160,25
120,83,127,15
68,83,90,53
111,75,101,5
63,16,17,2
94,67,58,7
33,30,9,4
12,18,14,5
101,80,98,19
108,72,87,13
112,51,34,4
40,32,6,2
92,82,83,7
33,34,4,0
98,65,73,5
46,45,7,0
37,33,17,0
43,37,8,3
114,83,135,31
91,67,92,4
103,37,30,3
94,78,82,10
33,26,10,2
50,38,20,4
23,26,12,5
32,31,6,5
101,78,127,15
111,75,122,13
37,27,10,3
34,33,16,3
82,65,90,6
93,68,103,11
104,66,116,19
120,77,145,7
24,24,7,1
35,30,7,0
95,79,69,6
45,35,9,3
95,73,65,6
38,27,10,21
56,28,10,0
117,45,26,2
100,68,76,10
87,51,22,5
43,35,10,0
41,30,7,1
48,30,10,0
40,24,13,0
33,31,7,4
108,83,156,11
88,38,68,11
39,32,13,3
41,31,14,0
99,75,110,14
72,86,83,56
48,32,12,0
112,70,116,18
43,28,17,0
42,33,9,0
97,76,72,10
47,33,12,3
103,78,116,21
44,36,12,6
110,69,100,11
99,50,34,3
91,64,90,8
105,63,111,13
93,68,96,9
107,81,108,23
44,31,13,2
98,73,75,10
115,54,25,3
43,33,17,1
105,67,115,14
96,73,126,15
47,38,14,0
12,12,7,2
37,30,4,1
15,15,64,5
46,25,13,6
108,82,120,14
33,35,7,4
42,30,14,0
111,82,126,10
108,83,145,19
56,29,20,4
123,73,137,25
37,31,9,3
37,23,8,0
42,30,10,2
85,66,78,5
105,81,134,17
82,94,125,65
106,67,62,10
82,45,23,3
38,28,10,3
96,70,65,6
103,77,104,18
43,25,7,2
43,36,8,3
111,83,99,13
13,16,8,3
103,70,100,9
92,35,15,3
100,44,24,4
69,46,8,4
87,65,63,5
125,74,138,10
52,36,17,4
37,36,6,2
95,64,91,5
94,55,71,11
98,79,89,13
42,26,16,0
84,41,19,1
33,22,8,0
77,45,13,3
104,70,119,14
122,49,145,18
100,84,124,8
104,80,97,16
108,56,32,3
47,28,18,1
87,68,60,7
99,60,103,16
52,37,11,0
37,26,7,1
112,78,140,15
91,74,79,11
127,107,164,30
80,63,91,4
122,89,158,26
102,81,123,22
50,41,11,0
93,61,69,4
41,29,10,0
102,81,119,11
44,33,9,0
34,27,14,0
106,85,126,11
28,28,3,0
98,75,84,12
88,37,39,6
107,69,100,14
110,67,138,17
43,28,14,0
101,66,72,7
48,27,11,0
90,68,92,14
103,75,114,16
100,81,130,17
36,33,4,1
111,72,142,18
37,37,6,0
104,73,28,0
41,33,12,0
86,73,69,2
86,38,18,4
68,80,106,115
89,66,78,8
35,28,7,4
36,36,8,0
113,87,173,16
83,61,64,8
109,75,94,6
39,24,9,3
71,98,95,60
41,34,11,0
48,31,10,2
37,31,16,1
103,78,111,12
95,82,110,12
47,32,19,3
47,34,10,0
42,33,8,3
38,23,16,4
42,31,13,3
42,35,7,2
53,45,12,2
105,77,102,15
47,27,9,1
85,86,90,52
39,34,15,0
103,75,93,21
100,63,77,5
110,77,132,17
123,52,90,7
40,31,10,0
102,68,84,23
38,26,10,0
54,39,6,1
107,74,87,9
33,33,4,0
105,55,46,1
40,29,7,0
106,61,80,8
105,72,93,9
95,39,20,4
13,17,9,2
94,67,66,5
44,34,13,0
46,39,15,6
104,72,113,18
48,28,16,2
104,73,103,15
54,25,17,0
108,67,104,9
46,44,13,0
38,31,4,0
48,31,14,2
34,25,6,0
57,43,19,0
47,43,10,3
118,92,158,24
46,34,12,1
114,66,104,12
66,51,9,7
123,97,125,11
96,67,61,10
88,83,70,9
102,79,101,21
44,33,12,0
118,83,113,13
29,32,4,0
93,68,89,10
34,28,11,0
113,64,28,7
93,70,62,11
102,76,93,14
37,31,12,3
85,78,92,22
47,39,8,0
50,33,15,0
103,75,85,6
107,71,127,8
107,72,133,23
108,62,90,15
95,63,83,17
11,15,7,0
109,64,81,10
97,73,83,10
108,62,83,7
90,66,86,18
113,76,139,21
31,35,3,0
36,33,6,2
41,30,9,1
93,47,29,0
33,34,8,7
67,97,126,78
44,39,12,1
98,66,73,9
40,35,12,2
35,37,16,2
99,70,111,10
44,31,8,0
109,89,164,16
106,73,93,7
46,33,8,2
101,74,104,18
39,26,8,3
37,30,18,0
100,75,86,13
110,75,114,11
15,18,10,1
41,31,15,2
88,70,89,6
99,70,90,8
39,23,19,4
106,78,86,9
34,20,15,1
41,34,11,0
45,22,11,1
71,32,7,3
39,31,15,0
39,30,11,1
47,32,12,0
108,80,108,18
40,27,9,4
107,77,112,11
101,80,102,9
44,34,14,0
32,24,16,4
111,81,176,29
50,26,9,0
113,86,121,10
31,36,4,0
97,66,64,4
41,39,13,0
38,47,14,0
100,67,99,4
99,51,66,13
103,74,82,8
101,80,91,9
66,80,59,44
35,29,11,0
47,28,8,0
43,30,13,2
49,33,11,1
106,77,74,7
108,69,71,19
91,62,82,6
80,69,66,8
41,29,8,1
101,71,105,11
102,79,102,9
97,69,105,11
97,79,83,13
32,25,8,0
102,80,102,13
46,31,13,0
29,29,4,0
48,29,6,0
39,12,14,3
99,70,74,6
39,27,22,0
99,65,98,16
98,93,135,26
45,39,9,0
46,35,16,2
100,67,77,6
98,85,97,11
44,31,9,0
88,45,14,0
110,70,136,17
37,29,6,0
121,75,138,25
104,69,95,18
109,79,129,19
114,72,126,19
28,35,12,3
100,78,84,10
24,28,6,2
98,71,84,14
93,60,55,7
111,56,89,12
49,32,6,0
39,36,4,4
110,62,121,18
44,38,16,0
36,29,6,0
109,79,114,12
39,34,3,0
44,36,9,0
38,29,7,0
96,72,82,13
61,41,13,2
45,28,11,1
118,80,96,11
116,98,139,23
36,27,6,4
39,29,6,3
68,92,96,73
118,65,83,14
23,35,3,0
98,77,60,3
10,14,4,0
97,82,103,15
101,57,80,17
57,37,14,2
98,38,14,1
100,67,109,19
40,28,5,0
48,39,10,3
46,35,22,2
30,27,4,2
30,31,10,0
90,61,90,7
14,36,115,45
100,76,103,19
46,29,20,1
47,39,9,4
120,83,172,9
37,31,3,0
109,75,113,25
50,83,163,125
46,31,16,0
30,27,8,3
46,32,6,2
56,38,12,0
48,36,11,0
37,36,4,4
56,48,13,0
111,79,105,11
45,27,18,0
38,30,8,2
93,69,70,8
104,67,144,15
107,82,141,20
54,31,13,2
110,81,126,11
98,50,29,2
43,26,12,0
85,61,77,6
109,73,114,19
45,30,17,2
43,29,11,1
114,54,101,18
102,53,33,5
99,70,84,14
45,31,16,1
11,17,8,3
93,66,88,9
85,77,88,9
112,80,101,14
36,34,10,1
103,69,104,18
105,67,78,6
38,43,16,1
155,87,218,32
70,49,15,3
103,61,62,11
53,24,10,1
23,29,9,0
107,84,125,15
93,80,79,16
103,86,90,9
19,17,12,0
84,71,102,16
46,27,12,0
46,33,10,0
32,21,5,2
42,35,15,2
37,33,15,0
45,29,8,5
98,63,79,8
88,66,70,9
121,73,128,14
43,38,13,0
94,48,23,0
130,77,161,17
105,77,111,6
45,27,11,3
92,66,71,7
115,84,103,6
42,32,8,0
103,33,66,9
100,83,114,14
29,23,12,0
37,39,10,0
51,41,16,2
93,39,20,3
45,33,16,5
105,82,89,11
31,26,11,0
107,88,111,17
97,77,84,17
41,30,10,2
87,68,103,15
38,12,12,0
40,28,11,1
104,80,122,19
52,37,18,0
97,60,99,10
109,80,114,22
110,86,128,10
102,70,87,8
41,35,12,1
35,29,7,3
99,70,106,10
107,72,78,9
47,27,11,0
112,159,249,248
38,30,10,0
91,71,95,22
54,44,8,4
42,33,9,0
102,75,72,9
44,32,9,2
74,36,11,0
43,31,14,2
85,66,61,15
105,65,131,17
109,79,144,13
113,73,94,11
46,33,11,2
97,83,90,15
39,34,8,0
85,67,64,21
32,31,9,3
100,46,28,0
35,26,12,3
93,74,115,15
36,30,5,0
36,28,9,1
38,17,3,0
83,60,55,5
109,83,103,7
89,64,61,9
44,26,9,2
87,46,28,1
108,77,95,9
105,93,172,20
27,28,2,1
84,47,23,2
39,30,12,2
40,34,6,2
14,12,13,2
88,73,78,12
126,78,138,18
32,31,9,1
36,30,7,1
101,68,84,17
49,35,14,3
35,32,12,3
43,30,7,3
36,28,10,5
102,84,146,21
109,80,91,14
42,33,11,4
91,70,79,6
99,69,89,6
39,28,23,3
42,29,15,0
47,36,4,1
34,31,3,0
40,30,8,0
33,30,16,0
57,47,7,0
114,72,93,4
104,73,118,17
102,98,128,15
92,66,75,7
106,76,135,13
86,77,103,14
103,72,93,9
71,92,107,67
50,33,15,3
37,36,10,0
23,29,8,5
101,74,97,9
111,72,129,10
82,29,16,5
99,61,104,16
86,44,71,7
51,35,12,1
43,29,15,1
46,33,11,2
92,44,21,1
108,76,115,13
82,72,83,8
94,38,18,0
50,31,22,5
94,66,84,7
96,72,78,9
104,82,126,22
39,29,16,1
42,40,18,4
101,69,80,9
30,27,10,2
42,29,8,3
89,76,74,17
100,74,92,16
38,27,13,0
92,72,80,9
82,64,65,3
86,67,67,7
64,36,10,5
50,26,14,2
103,81,99,11
104,73,100,10
91,73,101,12
110,75,118,14
104,72,78,14
53,29,11,2
120,94,155,27
100,79,135,8
48,34,20,5
105,82,104,17
42,34,15,1
42,28,17,2
11,18,7,3
45,27,11,3
43,38,11,0
112,77,106,3
49,32,12,0
44,43,11,0
75,250,249,248
101,67,105,18
42,39,19,0
119,87,111,9
82,64,68,11
86,37,11,4
94,86,100,11
90,67,78,7
20,20,14,0
47,29,21,6
49,32,13,0
99,79,95,7
121,78,148,20
105,75,81,7
107,83,145,18
93,73,110,8
47,32,11,1
103,74,103,13
92,63,76,11
41,33,6,0
36,25,14,6
85,46,19,4
44,29,15,1
93,41,30,3
93,86,72,12
90,44,22,0
94,77,130,21
103,73,118,18
114,71,132,19
36,28,7,0
29,23,12,2
105,78,126,11
114,89,163,28
45,27,12,4
118,81,124,8
106,71,137,27
112,72,148,15
115,77,159,25
45,26,13,2
109,84,134,22
143,67,226,29
40,25,17,2
108,85,103,22
98,65,107,8
118,56,20,0
48,31,9,0
12,16,12,0
46,35,11,0
47,36,17,0
37,20,14,5
48,23,6,2
33,27,9,5
34,26,12,0
83,46,18,0
106,72,104,21
50,34,16,6
106,74,107,3
34,32,6,0
25,21,11,1
115,77,126,23
72,38,15,1
38,22,15,3
99,64,95,6
102,72,68,9
90,48,23,0
42,27,21,0
106,75,84,12
89,49,37,0
32,30,7,0
100,76,121,16
116,77,95,19
29,33,3,0
45,33,17,1
37,41,6,0
45,32,11,3
111,69,140,21
110,80,122,15
38,27,17,0
93,63,84,9
42,28,10,0
53,33,15,0
43,27,8,0
40,29,11,0
86,82,105,66
108,73,90,21
54,33,10,1
31,28,9,4
89,49,15,0
53,93,89,51
39,28,11,4
93,83,102,11
51,27,11,2
38,27,16,3
18,19,11,1
93,73,44,8
114,71,129,16
36,31,10,0
112,82,126,30
104,81,105,16
78,27,20,3
94,81,99,12
104,50,33,7
41,33,10,0
42,35,5,1
97,62,80,8
84,58,67,10
48,35,13,0
111,83,147,11
109,77,103,15
116,81,134,24
34,29,8,0
92,67,78,6
109,79,85,20
105,55,26,7
42,26,6,0
51,27,15,2
97,64,81,13
100,76,87,11
31,31,8,0
27,20,11,2
15,16,10,2
37,28,12,1
93,61,78,3
43,25,11,1
40,36,9,0
84,63,98,16
98,90,114,12
114,53,115,26
113,84,111,7
89,43,18,1
93,71,76,13
72,89,150,98
105,64,83,16
102,73,116,29
44,41,8,2
40,33,6,0
38,21,14,4
47,34,11,0
120,87,124,18
112,87,155,20
88,66,94,20
103,73,87,13
54,33,18,1
39,31,15,0
118,81,182,20
88,42,9,1
101,48,31,0
99,70,91,8
42,36,5,0
110,70,139,20
112,48,30,4
97,65,58,8
46,27,6,0
45,36,10,7
18,5,30,0
103,66,75,12
43,28,16,4
109,68,104,17
27,24,13,0
38,32,8,2
90,67,64,9
102,49,24,0
37,31,7,3
99,82,79,64
93,71,67,9
36,31,6,0
112,77,109,18
111,81,135,11
113,74,111,15
93,38,38,0
78,68,79,30
37,32,7,0
92,62,71,10
112,103,123,21
119,75,95,10
84,62,81,14
109,81,118,17
93,76,74,4
101,77,127,31
89,76,103,13
67,80,94,69
84,37,39,5
116,70,104,11
28,36,4,0
103,79,101,16
36,22,19,1
29,21,5,2
92,66,141,16
42,31,9,1
100,80,133,24
30,27,10,0
105,68,77,5
94,74,126,8
28,27,6,0
57,37,17,0
33,26,11,3
42,33,9,1
43,27,15,0
21,21,3,3
36,30,11,1
18,26,17,3
64,54,51,3
121,85,134,45
88,74,85,10
49,16,12,0
73,42,15,4
45,31,15,0
52,32,13,4
43,25,9,3
101,64,86,8
115,73,108,16
101,68,79,5
104,70,92,16
98,68,97,10
98,67,69,15
54,33,15,0
50,37,11,0
104,88,149,10
85,62,77,12
115,85,122,13
34,29,8,0
100,72,109,8
117,78,144,28
95,72,130,19
38,33,12,1
44,32,10,0
26,27,7,4
88,31,35,0
98,47,27,8
39,26,13,3
48,29,12,0
36,28,7,2
25,17,9,0
95,76,142,7
96,64,70,11
100,76,85,11
33,23,21,3
41,21,15,0
109,78,140,13
33,29,15,1
44,36,14,0
46,30,13,4
121,80,129,19
97,79,109,12
107,54,98,17
109,62,111,9
96,69,95,15
44,35,9,0
42,36,12,2
52,28,11,0
102,77,121,11
104,74,81,14
91,67,68,4
116,85,166,24
27,23,4,2
116,80,121,18
40,22,14,1
44,42,12,0
37,32,7,0
92,76,119,9
106,79,117,12
83,37,14,0
43,30,9,3
98,71,91,7
27,21,10,2
37,23,6,2
29,23,10,1
85,62,68,10
104,71,97,13
92,75,88,13
32,30,9,3
113,64,128,24
92,45,30,1
100,72,87,5
39,29,11,3
58,46,22,1
95,67,89,13
51,36,11,0
101,61,65,8
53,26,15,0
45,24,12,0
97,84,100,11
108,77,117,25
40,29,8,3
97,52,63,4
110,71,75,21
95,67,76,8
39,36,16,1
106,80,90,15
40,32,9,1
37,28,10,0
98,71,73,7
67,44,15,3
85,72,72,6
102,76,134,12
25,17,19,0
99,70,73,8
13,18,16,1
90,66,96,13
102,82,95,15
98,74,81,15
97,73,82,17
94,81,71,7
113,84,131,14
89,33,21,2
33,22,9,4
107,72,100,7
45,34,11,0
90,68,65,14
116,67,117,14
113,85,130,18
43,26,11,0
41,33,11,1
51,31,10,1
41,30,5,0
25,27,5,0
103,81,104,17
108,72,104,11
27,24,8,1
93,71,93,8
54,32,19,4
96,80,148,19
105,70,114,7
42,26,21,2
92,76,92,11
95,46,32,1
33,32,11,3
48,24,17,0
84,64,76,3
32,24,14,4
101,63,86,10
97,64,69,13
47,31,18,4
104,79,108,12
42,32,12,4
47,28,16,2
45,41,10,0
115,70,114,18
35,30,8,6
89,77,62,7
36,27,17,5
13,16,15,0
104,59,77,9
40,31,12,0
97,76,90,10
88,71,102,16
14,17,7,0
112,91,154,22
46,29,13,5
95,41,20,1
38,28,7,0
118,77,118,13
35,27,4,0
110,78,119,25
55,39,13,0
96,71,64,8
14,17,11,4
114,87,150,25
96,57,84,4
83,62,68,7
48,24,18,1
38,27,11,4
36,39,5,2
42,34,14,0
92,72,82,8
39,29,7,1
97,37,15,1
11,19,13,0
104,78,91,6
104,60,105,13
63,39,25,0
107,83,148,11
111,74,101,10
44,35,17,0
38,34,9,0
141,104,121,14
124,88,136,29
37,32,8,1
109,83,114,21
113,70,112,15
40,26,12,1
23,31,92,105
101,70,74,5
36,32,7,1
108,78,138,10
103,78,97,15
63,45,12,5
22,24,11,0
111,85,99,15
43,30,16,0
127,115,133,14
103,70,81,10
97,68,88,11
110,67,122,12
109,75,120,13
102,53,104,5
34,27,5,2
42,25,9,3
102,72,105,20
35,33,12,3
16,16,10,7
38,30,14,1
23,25,8,2
104,76,93,11
46,29,13,0
104,71,123,7
95,55,91,6
114,89,136,19
39,29,6,0
92,38,23,2
109,77,104,16
83,61,72,6
41,32,14,1
31,27,6,0
33,34,9,3
91,73,89,9
42,25,15,0
51,37,19,5
30,22,15,3
110,79,133,23
104,73,84,4
33,29,10,2
96,73,97,7
90,71,77,7
103,44,25,1
41,27,7,0
125,67,164,10
31,23,15,5
108,83,97,5
95,65,78,7
53,33,16,1
51,29,14,2
40,30,11,0
42,26,7,3
47,29,8,0
109,86,102,23
48,40,9,4
105,89,145,20
44,37,12,0
39,32,9,0
40,32,9,0
47,27,10,4
102,75,106,15
53,35,4,2
49,31,17,0
56,33,11,0
40,35,14,1
113,82,109,15
51,46,14,6
39,30,10,1
38,29,16,3
51,31,13,5
97,68,111,9
96,32,109,24
39,42,19,6
94,75,91,14
43,37,16,5
90,73,72,14
43,28,22,3
40,25,8,1
100,79,110,11
43,33,9,2
93,45,24,0
58,41,12,0
103,47,26,2
50,39,20,0
115,89,152,33
49,30,10,4
102,79,102,12
108,71,87,10
101,86,108,9
46,23,8,0
109,86,124,22
131,70,128,21
36,29,10,2
31,31,5,1
45,36,15,5
62,47,106,7
85,66,73,9
98,76,101,9
52,34,15,3
97,66,114,9
37,27,7,0
118,84,130,16
14,9,12,4
58,48,11,7
83,34,13,1
53,33,19,0
113,90,133,19
60,53,14,2
112,99,151,19
105,71,132,21
119,79,111,14
94,59,83,6
95,80,113,17
46,27,14,3
105,80,72,13
88,69,64,9
86,68,61,36
43,29,13,3
105,80,100,5
38,31,6,2
36,20,6,3
82,68,71,14
32,31,10,2
113,89,168,34
123,80,156,30
52,37,12,3
28,26,10,3
87,70,87,11
109,86,168,16
115,67,108,19
87,70,68,7
29,34,20,0
41,33,10,2
99,44,27,6
102,76,116,9
49,35,10,2
34,26,23,3
44,21,12,1
107,81,155,16
122,71,94,10
34,29,11,0
84,74,55,29
56,46,11,1
36,32,12,0
102,82,111,17
131,79,108,11
99,64,75,13
61,32,7,0
39,32,16,2
123,88,134,15
83,38,21,3
45,24,12,1
37,38,7,2
111,88,102,12
44,37,8,2
37,19,14,6
115,72,152,27
90,66,94,12
48,31,9,1
24,27,13,0
45,34,19,0
104,70,109,17
115,86,110,14
45,30,6,6
35,31,9,1
97,72,82,7
30,31,8,0
146,90,235,23
31,22,11,0
122,73,150,16
102,67,72,9
103,68,132,19
61,42,15,7
25,21,5,2
113,90,155,16
31,26,6,2
100,80,88,6
117,86,151,14
116,76,116,6
94,68,101,9
46,19,15,0
45,29,13,4
36,37,10,3
33,27,10,0
48,28,17,0
121,85,164,15
107,69,87,6
52,34,17,0
130,107,163,20
47,29,22,4
111,98,104,15
102,74,105,14
105,68,121,8
85,47,24,4
36,30,6,0
115,81,121,12
84,65,78,11
106,51,37,6
114,79,94,12
100,69,118,13
27,30,7,1
34,30,4,0
33,24,9,5
71,83,96,95
40,29,8,0
40,25,15,0
40,38,16,6
85,64,66,7
43,34,6,0
14,14,9,2
92,47,34,0
91,65,70,12
81,66,59,18
81,70,74,7
101,69,66,5
49,34,9,0
87,80,105,16
119,47,128,21
106,77,96,11
39,33,13,0
46,26,18,1
116,88,165,30
113,81,124,15
121,74,155,14
98,68,98,18
108,68,109,8
36,29,7,1
118,78,148,22
24,26,11,0
38,34,10,0
100,78,87,7
109,62,142,18
93,43,33,2
116,72,116,17
119,92,168,23
124,110,144,18
101,57,98,14
105,68,94,9
26,28,7,1
36,28,9,0
41,29,9,0
