s0,s10,s90,s90d
125,79,131,24
32,35,4,4
34,35,8,2
114,73,118,17
49,37,11,0
55,35,10,0
43,24,21,4
100,88,84,6
81,36,24,0
40,32,9,0
33,31,7,3
83,67,88,16
109,78,124,14
91,77,96,11
43,30,13,0
32,32,10,0
29,29,16,0
45,35,14,4
81,64,94,9
46,27,10,3
33,26,6,0
27,25,20,2
100,73,177,23
117,80,114,11
50,24,15,0
105,46,88,12
20,15,10,5
92,65,73,8
42,28,11,7
106,58,39,1
90,40,44,3
37,47,6,2
97,69,112,18
64,88,80,42
99,70,82,8
113,83,124,13
42,34,7,2
90,71,104,10
41,34,11,4
84,61,50,9
94,66,84,11
45,22,14,5
103,66,93,15
94,67,92,5
92,40,89,13
38,27,6,0
85,72,113,16
36,28,7,0
44,47,11,0
32,34,6,0
38,29,13,0
47,28,14,3
31,20,6,0
93,61,76,14
84,60,58,3
118,91,151,27
91,47,83,12
46,32,20,3
35,24,17,5
90,70,63,7
80,33,12,3
101,67,112,19
40,34,11,0
11,16,8,0
109,82,89,6
85,56,69,9
39,34,4,1
97,73,119,23
52,33,15,0
44,33,15,0
41,41,4,0
79,40,68,8
66,51,40,3
34,29,7,0
107,73,140,18
97,65,95,8
14,14,15,0
131,78,118,21
109,79,135,14
96,72,124,16
46,29,9,4
92,77,95,8
15,22,11,0
76,34,16,0
96,60,81,5
51,43,12,0
44,33,9,3
41,28,19,1
36,31,11,0
31,34,3,3
47,23,18,2
79,68,55,4
33,28,4,1
103,84,119,20
105,70,90,13
93,55,91,3
43,35,24,0
31,23,7,2
50,31,18,0
95,47,26,0
89,68,75,8
35,23,4,2
83,29,25,3
48,37,11,0
103,67,87,25
38,29,13,0
40,31,11,2
108,82,132,38
38,23,9,1
43,30,10,2
39,34,13,0
33,30,20,3
41,31,12,0
56,33,19,0
111,67,96,12
47,39,14,3
99,67,67,1
91,60,71,8
41,23,14,0
90,59,93,7
40,31,12,1
98,64,76,10
38,26,8,0
65,87,105,115
18,21,4,4
93,74,100,12
109,80,99,23
33,25,16,3
112,66,129,25
91,66,91,11
68,51,22,3
103,67,90,10
74,35,12,0
112,74,145,8
36,22,19,2
123,59,140,12
107,69,131,14
93,65,63,8
16,14,4,0
32,30,15,4
50,38,6,0
79,40,20,0
103,74,95,12
109,80,149,12
59,40,22,6
106,75,107,15
100,71,96,7
37,30,6,3
40,30,10,1
117,77,187,15
104,75,98,5
106,69,88,5
38,27,8,0
111,70,115,20
86,57,70,8
38,27,11,0
50,26,5,0
96,72,78,5
105,77,124,14
98,69,84,16
88,77,95,11
98,78,126,15
104,83,131,12
42,35,14,1
44,28,17,0
41,28,10,0
107,76,111,22
45,29,6,3
43,29,12,3
109,73,98,23
94,73,115,10
49,37,15,0
111,68,165,24
54,37,19,2
47,26,11,0
106,73,133,11
96,62,78,13
43,35,20,3
45,25,6,2
42,28,13,1
51,36,15,5
37,29,14,5
41,32,11,1
40,24,15,4
44,34,12,0
129,52,21,4
48,31,16,1
46,34,13,0
43,30,7,1
46,36,10,2
91,69,111,53
99,78,66,12
75,82,105,79
41,31,6,1
42,34,8,3
115,71,139,26
87,80,107,19
106,76,128,17
24,27,5,0
114,75,110,7
85,67,98,12
35,29,10,0
107,54,20,0
48,38,14,1
65,45,19,0
84,70,86,9
92,70,105,9
39,31,9,2
117,74,127,19
97,61,93,10
39,32,13,0
107,87,134,14
102,71,75,16
24,18,18,4
105,76,138,25
40,35,10,0
44,33,3,0
36,32,8,2
12,11,15,3
114,91,137,14
97,82,112,25
116,76,119,18
42,30,10,1
103,77,80,6
89,38,22,2
38,20,13,1
42,31,13,4
78,40,29,4
54,29,12,1
58,49,17,4
81,40,19,4
119,89,128,26
97,82,65,18
109,75,97,14
102,89,100,7
107,83,131,13
92,68,82,13
100,72,76,12
48,26,18,0
105,82,95,12
102,74,96,22
111,53,44,0
52,31,10,4
93,53,97,10
113,68,119,13
105,80,126,10
38,32,9,0
47,25,12,0
30,29,6,0
90,44,33,1
27,27,18,0
107,80,91,13
116,43,103,16
95,77,78,0
88,69,81,9
35,30,3,2
48,38,10,1
104,64,78,13
40,30,8,0
104,77,120,9
88,51,24,1
101,60,79,11
44,31,11,0
94,71,93,21
16,20,24,3
60,47,69,13
132,78,166,29
16,20,4,1
86,62,101,15
97,73,94,14
68,25,92,18
41,30,7,0
34,31,8,2
40,29,8,0
91,62,84,17
30,26,9,2
96,69,127,18
14,30,18,0
111,75,127,18
35,29,7,0
101,69,116,21
95,67,61,11
37,28,12,4
104,79,126,14
106,70,148,21
50,27,14,0
114,76,101,20
80,69,78,12
111,75,125,18
44,35,13,0
105,60,81,10
70,85,90,43
41,33,6,3
89,66,69,9
42,28,12,1
33,27,8,1
99,67,103,6
86,61,72,16
46,32,18,2
97,68,78,5
109,88,85,7
100,76,98,18
107,73,121,20
39,21,20,1
37,26,14,1
90,59,77,20
105,54,91,11
99,69,89,9
41,33,7,0
29,31,6,2
31,24,15,3
34,23,13,1
91,67,79,13
110,71,106,22
41,34,15,1
99,59,77,6
107,82,101,10
39,27,19,1
49,31,16,2
48,34,14,0
106,72,115,13
93,66,81,14
115,85,123,20
98,83,108,10
105,83,98,12
49,29,14,0
119,95,125,9
47,30,20,1
89,55,74,10
105,65,104,12
38,27,11,5
103,68,117,12
45,31,8,1
34,29,15,1
36,29,7,1
46,43,14,2
93,43,12,0
86,66,87,12
40,33,13,0
97,63,92,14
37,35,7,2
45,37,8,0
62,47,17,4
112,103,91,5
103,62,83,10
25,27,16,1
35,31,6,0
32,25,15,0
95,79,79,3
89,69,101,8
103,80,135,13
25,24,14,2
122,49,25,8
39,36,8,4
88,67,67,4
37,30,13,3
44,32,9,6
113,88,157,28
51,34,20,2
48,41,8,0
9,12,12,0
27,24,6,0
33,31,12,2
39,30,10,0
46,39,19,1
58,35,15,3
104,79,102,17
31,28,9,0
38,23,18,1
44,34,11,5
35,33,14,1
39,23,16,1
46,28,11,0
108,64,104,13
37,24,9,0
44,25,14,0
93,66,73,9
18,17,10,0
45,28,9,0
115,91,175,22
39,26,14,0
29,27,8,0
45,30,14,0
95,63,90,8
29,21,19,4
105,75,133,24
41,31,15,0
36,26,13,0
35,30,12,0
36,28,8,3
103,76,79,10
63,38,20,8
29,29,18,1
49,31,8,0
35,26,22,0
106,76,98,18
45,28,14,0
52,40,16,0
47,37,13,1
35,27,14,0
35,29,8,2
40,20,14,2
104,77,115,14
39,35,15,0
102,69,82,9
37,25,15,0
116,77,87,20
45,27,12,1
56,35,32,5
35,31,12,0
130,101,162,29
92,80,117,17
109,71,125,9
28,16,9,3
51,40,13,2
107,57,102,12
32,26,8,0
109,78,94,18
41,37,14,1
68,95,101,87
40,28,15,2
54,32,13,2
33,27,7,0
89,57,76,13
102,73,97,10
97,43,25,0
87,62,91,8
33,31,11,0
46,25,15,2
36,29,13,2
38,31,15,0
46,36,10,4
79,64,57,4
93,58,87,13
102,70,98,10
34,26,14,3
105,73,136,19
77,67,66,10
36,23,14,3
41,27,12,0
98,68,138,12
114,77,89,8
37,31,9,0
44,34,11,1
95,78,110,8
41,32,13,3
38,31,7,0
103,75,150,28
50,27,14,0
98,68,94,7
44,29,10,0
52,54,249,248
30,18,9,0
50,23,24,4
107,73,132,15
92,59,83,12
93,64,93,13
10,15,12,0
36,31,9,2
114,74,88,16
45,29,12,0
103,75,132,11
109,78,122,16
90,69,103,13
105,67,102,13
97,65,99,14
92,69,74,10
115,78,103,14
44,28,12,0
94,47,60,14
59,97,114,102
42,29,6,4
35,28,4,2
41,26,15,2
75,24,13,1
103,68,70,7
36,28,6,0
109,84,126,11
38,29,17,3
40,23,10,5
54,44,11,0
38,29,11,3
109,85,109,10
41,23,6,3
42,27,12,3
33,41,18,3
98,74,74,7
35,28,11,0
90,43,27,0
40,36,6,4
35,18,15,5
93,68,85,9
48,36,17,0
90,43,27,0
98,72,112,15
39,27,4,0
110,67,79,11
93,61,80,0
34,30,9,2
44,31,13,0
50,26,16,0
102,77,120,16
33,26,8,0
37,32,9,0
110,85,171,19
115,78,131,17
32,30,6,0
42,31,21,7
97,73,91,7
34,18,16,0
43,28,14,0
34,20,11,0
49,44,17,6
112,90,114,24
19,20,14,2
11,13,12,0
24,24,10,1
105,80,109,8
57,32,16,0
100,73,95,8
12,12,7,0
88,62,56,7
30,21,9,0
45,31,11,0
38,32,2,0
80,41,93,8
121,110,144,17
48,34,14,0
43,26,5,0
29,21,18,0
99,67,101,22
108,55,83,18
46,36,15,3
102,71,84,7
41,28,16,0
113,63,100,12
84,51,62,6
103,88,120,11
94,57,71,2
35,31,9,3
37,35,4,2
34,17,16,0
108,62,102,10
26,28,5,2
15,15,17,1
89,69,117,15
83,62,81,2
86,63,93,19
101,59,65,5
108,85,90,11
38,24,8,2
105,65,83,5
99,86,85,11
33,24,12,3
84,64,80,8
124,57,107,14
111,81,118,16
117,72,135,27
51,33,24,7
41,22,7,3
96,95,98,11
95,57,65,8
35,24,19,0
105,81,132,16
85,43,17,3
27,25,18,1
79,73,100,59
41,29,7,0
123,53,137,23
117,103,121,19
100,49,30,4
97,84,108,15
42,24,20,4
78,41,30,3
43,27,14,3
38,33,12,0
94,72,86,15
93,62,87,9
39,22,15,10
25,89,100,26
34,29,10,5
110,67,76,9
45,32,16,0
39,30,11,0
46,33,13,0
105,85,129,27
39,27,11,0
43,26,20,0
66,36,8,3
119,72,107,32
36,28,17,4
39,27,8,0
49,29,13,5
27,30,7,0
42,38,15,0
38,32,13,4
72,34,10,2
43,34,13,0
29,28,15,5
112,64,131,12
37,31,16,0
49,32,11,0
43,28,7,3
101,60,75,20
96,69,119,21
42,32,12,1
29,25,9,0
33,27,13,1
41,32,7,0
101,85,151,26
41,32,12,0
96,65,64,6
46,66,249,171
101,77,129,16
80,79,89,39
92,66,95,11
12,18,15,0
53,29,11,2
90,65,61,3
42,29,9,0
38,29,14,1
104,70,128,11
25,22,12,1
100,60,99,7
42,29,11,3
11,20,27,1
104,72,119,16
82,50,57,6
34,22,11,2
109,79,120,9
99,88,129,11
119,76,105,15
114,75,131,10
35,37,4,1
25,26,6,1
100,74,120,19
122,72,142,20
34,27,10,5
41,27,12,0
50,34,13,3
41,30,7,3
103,68,77,10
35,27,7,0
22,16,67,16
35,29,6,0
101,77,107,23
79,99,91,59
103,72,85,10
35,21,17,0
84,66,78,13
95,77,73,18
44,35,12,1
100,65,89,7
40,29,3,3
35,30,9,2
35,29,6,1
110,73,97,9
20,19,15,3
103,82,89,14
100,65,91,11
86,69,83,10
94,34,16,0
43,23,8,1
35,27,9,3
96,63,108,13
32,32,11,0
91,83,82,64
118,85,128,7
99,66,76,14
40,32,7,0
41,32,8,1
113,80,116,18
113,81,135,11
109,73,101,13
29,38,7,4
114,74,114,18
78,38,11,0
36,24,15,0
33,35,14,2
86,42,16,0
13,16,14,0
35,32,8,0
99,69,90,14
33,25,11,3
35,26,10,0
94,64,82,12
42,26,9,5
45,29,19,2
105,79,95,23
112,74,112,14
107,78,117,17
104,67,112,8
30,24,12,0
45,31,15,0
24,24,15,0
81,41,29,4
98,76,95,24
90,70,118,13
34,21,13,2
35,26,15,5
50,26,13,0
51,37,20,1
109,81,113,17
118,51,155,30
40,27,21,1
12,12,8,0
34,21,8,2
111,70,89,11
45,28,12,0
110,85,87,16
101,73,106,10
106,69,110,12
101,90,112,13
48,39,12,0
113,70,114,13
26,27,11,2
42,27,24,0
130,84,127,21
34,19,10,0
61,40,15,0
38,24,9,2
105,81,132,14
44,31,6,0
39,15,12,0
62,41,74,4
105,70,118,20
16,21,24,0
130,63,122,31
102,43,21,2
40,26,17,3
103,79,158,21
52,41,6,0
36,24,14,2
108,71,75,20
25,15,3,2
37,29,7,1
36,28,18,2
46,37,16,3
34,25,17,0
95,65,96,11
37,24,7,0
94,64,78,8
30,28,6,0
41,25,8,4
34,28,16,0
108,72,124,10
42,29,4,0
103,66,155,10
99,71,109,20
44,29,12,2
101,92,103,12
43,26,14,0
40,31,21,1
109,91,118,19
108,86,103,17
41,27,11,0
35,28,18,0
106,72,114,8
35,26,10,3
111,75,166,29
101,68,93,12
76,42,13,0
49,29,24,4
104,77,120,13
101,75,132,19
115,82,121,19
31,28,7,0
46,31,19,0
94,74,109,9
97,81,82,19
29,31,4,0
38,24,15,3
45,26,9,3
57,39,8,0
32,30,15,0
42,25,15,1
89,61,88,10
32,26,14,3
101,60,82,5
105,86,117,15
101,83,116,18
109,41,33,0
113,68,137,19
48,32,9,4
88,48,28,1
113,64,104,15
109,70,112,12
109,72,98,9
41,35,6,3
49,36,15,3
101,41,30,0
39,23,12,0
34,24,11,0
103,68,106,13
29,26,13,0
41,31,24,2
35,23,11,1
102,73,117,15
47,33,15,9
104,66,94,4
35,30,8,3
106,72,75,24
90,47,13,0
44,30,12,1
110,76,94,18
111,87,98,9
50,42,18,0
45,31,21,3
53,28,9,0
27,30,13,4
63,40,12,1
48,30,10,2
50,35,26,0
38,25,11,2
32,23,17,3
118,87,137,24
85,50,25,3
34,24,9,1
38,29,8,0
108,83,107,15
41,32,9,0
37,112,249,248
56,37,20,3
106,65,87,8
62,32,15,2
111,57,141,21
104,66,101,4
119,66,99,16
102,71,96,9
43,34,9,1
123,91,148,23
33,19,14,2
42,26,7,0
95,68,98,10
98,39,27,2
40,37,12,1
53,37,26,2
111,80,111,18
108,81,125,22
91,70,94,9
94,66,90,10
107,85,141,6
42,33,9,0
122,86,111,29
33,29,7,0
100,77,108,15
112,69,87,7
39,25,12,2
34,26,13,2
35,30,9,1
32,12,13,2
42,22,17,4
42,28,15,0
113,85,126,23
31,30,9,0
98,60,101,19
47,30,13,0
101,67,107,14
80,38,40,0
45,30,16,0
81,70,83,11
29,24,11,0
107,72,108,14
102,68,113,17
55,43,20,0
96,55,79,16
123,77,145,22
45,33,11,3
79,75,96,55
30,25,9,0
105,60,82,8
44,32,14,2
119,90,92,12
118,78,121,16
46,35,11,0
35,31,14,8
28,24,6,1
51,27,18,0
46,26,27,0
110,80,136,7
131,51,129,12
98,67,88,12
20,24,42,9
49,23,13,6
107,72,107,4
53,36,12,4
88,52,54,2
48,27,12,3
15,17,8,5
85,72,98,51
94,54,68,12
49,30,9,0
93,75,103,15
117,51,114,14
112,91,131,15
109,69,114,3
20,19,9,5
47,29,17,0
106,70,114,13
114,81,128,20
42,29,9,0
50,33,9,0
29,30,12,1
34,30,9,1
104,65,97,14
41,28,17,2
94,67,84,3
37,32,5,1
19,15,14,3
117,80,107,18
98,63,69,6
30,28,10,0
102,85,96,10
42,34,10,4
35,29,9,0
64,47,249,240
43,28,13,0
39,24,8,4
28,26,17,0
41,24,18,0
43,29,14,1
95,73,84,8
68,43,16,2
123,79,150,18
35,33,9,1
49,35,16,0
109,82,134,16
41,28,11,0
104,74,98,12
90,73,94,20
91,74,72,10
37,34,15,0
34,26,4,2
37,29,7,0
103,74,106,19
107,76,96,20
38,24,15,5
49,23,13,3
97,64,99,11
85,48,76,8
40,29,11,4
35,33,4,2
45,33,14,5
90,69,88,13
43,37,10,0
42,28,9,6
88,61,98,5
85,33,26,0
46,27,15,3
104,62,87,14
19,25,17,0
38,21,9,0
100,67,63,7
114,78,137,15
42,34,14,0
97,44,15,0
17,8,12,0
102,83,108,15
33,30,5,4
111,85,96,6
80,64,68,7
29,18,14,4
97,55,91,9
100,68,75,14
102,75,80,18
101,81,113,18
118,79,137,19
37,29,11,3
113,91,187,29
84,56,95,6
111,74,94,12
108,65,103,11
37,27,9,3
113,100,129,24
39,34,11,2
39,32,17,1
124,98,110,25
102,72,89,16
89,58,75,6
39,28,10,4
107,60,119,17
50,35,18,0
38,31,10,3
82,66,87,10
41,29,16,0
104,60,92,21
85,40,21,1
49,24,10,1
103,76,105,5
104,64,97,12
32,25,7,1
42,34,3,2
38,24,13,0
113,74,92,20
37,28,11,0
96,65,58,3
37,27,18,3
39,34,5,2
43,34,13,0
83,38,12,2
107,64,136,19
99,45,35,3
37,32,6,0
97,69,60,7
99,58,95,17
44,36,12,0
30,27,12,1
42,25,17,0
48,30,11,0
70,47,15,1
46,26,12,0
112,83,123,13
128,69,137,19
118,78,112,15
39,30,14,2
89,62,81,6
22,21,10,3
96,43,35,1
97,66,70,12
84,32,21,8
105,74,113,21
33,30,4,0
47,36,8,6
35,21,15,0
115,76,122,7
41,25,9,0
26,20,16,1
99,71,93,6
39,31,3,0
41,26,16,0
29,29,5,1
42,26,14,0
40,31,6,0
103,63,82,6
102,65,69,6
50,47,10,0
94,70,61,10
100,77,145,9
96,66,82,3
47,26,20,2
83,56,62,13
16,19,8,2
102,68,103,3
57,30,16,0
53,45,16,0
15,20,10,2
85,46,23,2
101,68,63,14
40,34,18,1
97,60,92,10
46,33,12,0
128,80,120,17
37,28,6,1
103,87,115,12
39,33,10,4
39,34,17,0
16,19,14,3
42,22,18,2
95,75,112,10
97,64,91,21
95,62,94,10
104,67,131,15
123,79,151,20
119,79,129,21
32,30,9,5
98,58,85,10
33,36,11,5
46,26,11,6
48,38,13,5
51,33,13,0
114,70,126,17
89,50,73,10
44,27,12,10
99,59,86,8
98,77,108,5
110,68,123,13
34,31,5,0
106,82,121,17
32,29,7,1
97,45,22,3
32,24,17,0
92,59,56,6
89,58,70,7
83,71,72,14
106,72,92,15
104,79,109,21
88,70,58,3
35,27,14,5
34,26,14,2
47,21,11,0
29,21,7,0
44,30,12,4
85,83,117,15
98,48,24,0
132,100,67,8
93,69,104,4
46,26,11,0
108,60,84,13
28,10,6,2
30,29,16,0
39,25,28,2
33,26,8,1
13,8,17,0
100,57,60,5
47,28,13,3
102,70,79,12
89,72,56,7
96,82,99,11
94,62,93,15
37,30,7,0
106,76,78,9
105,67,93,9
60,46,13,0
46,31,17,0
40,30,10,2
41,30,15,1
49,35,15,0
59,25,9,0
104,62,65,8
39,25,7,2
121,85,131,15
120,83,192,24
104,88,89,9
102,73,90,9
50,28,15,0
46,23,15,2
41,25,15,1
74,32,23,0
124,80,138,17
111,80,132,24
104,81,120,12
102,66,61,35
34,22,8,3
99,55,66,12
42,35,11,0
107,72,129,11
36,28,13,3
76,66,99,87
110,81,121,17
94,79,117,19
102,66,81,12
101,68,91,9
49,24,7,6
28,29,11,0
37,26,9,0
37,34,12,2
111,68,126,14
44,26,16,0
109,94,110,9
78,43,66,8
106,44,85,11
97,73,80,11
105,71,82,8
38,35,9,3
38,26,9,3
100,72,92,22
37,25,12,2
81,44,20,0
39,34,11,3
101,58,75,8
98,79,81,3
42,27,11,3
50,44,13,5
42,32,19,1
107,60,93,14
102,70,84,11
95,61,78,16
43,29,10,2
179,123,137,16
85,63,78,5
95,64,81,7
40,27,8,0
49,27,17,0
13,21,17,3
98,70,104,12
49,28,12,1
25,20,13,2
35,27,10,2
106,43,33,5
107,83,141,19
109,73,95,9
38,31,17,2
101,68,111,13
94,54,48,5
37,50,249,248
115,59,128,25
42,27,9,0
36,31,16,1
48,40,17,0
35,31,17,5
112,73,131,31
86,41,36,1
45,33,9,5
111,92,121,20
103,68,87,9
30,24,9,4
26,23,38,7
44,37,9,1
124,74,120,17
29,21,8,0
82,57,72,8
35,35,9,0
37,30,15,0
104,55,84,6
56,39,14,1
45,36,19,0
103,74,107,13
36,24,12,6
100,67,97,5
115,78,161,17
42,31,22,0
114,66,110,24
30,30,12,0
112,69,103,7
108,82,100,14
117,78,123,9
46,33,11,0
104,50,65,9
99,73,94,22
115,91,135,11
35,21,12,1
35,23,7,3
119,62,116,16
107,82,131,27
43,24,13,0
48,29,12,0
116,72,93,11
91,64,74,9
107,68,94,13
97,66,85,5
44,34,17,2
104,70,90,20
86,41,39,0
40,34,11,0
99,77,84,11
111,78,112,13
98,85,94,9
115,73,122,18
76,35,25,6
106,73,74,16
99,64,70,8
38,19,14,0
106,76,81,14
110,80,111,15
94,79,104,5
99,63,107,11
50,24,14,0
42,33,16,0
38,29,11,1
18,18,18,0
41,28,9,0
86,41,24,0
13,17,15,0
100,63,86,10
96,63,80,5
39,24,15,0
106,42,27,2
36,25,7,1
34,27,15,0
102,62,68,9
39,38,17,0
52,31,12,0
33,28,14,2
96,71,120,14
94,61,78,13
42,26,16,0
47,26,24,6
40,32,6,1
12,17,15,0
91,51,89,8
110,69,124,17
75,29,28,2
90,69,82,14
101,73,99,9
112,68,93,8
124,79,89,8
39,33,15,2
44,33,11,1
109,88,117,21
73,39,16,5
34,28,12,0
105,69,110,11
52,37,12,1
53,38,13,0
86,57,54,3
41,18,9,4
110,78,108,6
35,22,12,1
106,87,129,15
44,37,12,0
78,30,19,3
86,65,62,3
49,19,19,1
112,68,119,15
117,96,196,23
120,79,153,22
101,70,111,10
35,26,9,0
46,36,13,3
41,27,19,0
114,79,138,9
96,60,106,1
49,38,15,2
108,77,137,30
39,27,8,2
33,27,9,2
107,73,134,16
33,22,13,4
111,75,121,18
110,72,87,16
76,60,77,55
26,20,16,0
110,76,126,11
44,31,17,0
40,41,8,0
44,32,15,2
125,86,159,25
97,64,72,7
38,38,7,2
95,69,78,12
36,23,20,4
40,31,16,1
105,65,95,10
29,28,12,2
42,26,8,1
108,67,114,11
57,44,13,0
100,64,102,10
29,25,22,3
103,65,81,14
30,14,10,2
94,56,73,14
115,75,125,13
21,20,16,0
47,29,19,0
99,77,100,17
105,74,87,11
102,64,94,14
32,27,11,5
48,32,11,3
15,9,25,5
104,60,118,18
45,37,12,1
36,30,20,4
40,26,12,3
106,47,30,1
102,72,143,17
96,72,113,21
44,31,16,0
122,71,130,6
40,23,15,2
118,79,118,11
99,77,127,10
88,88,128,83
112,75,110,15
95,64,109,6
61,26,25,6
110,78,101,11
113,73,106,7
82,58,64,9
29,27,9,0
36,28,9,2
123,90,143,13
94,62,91,7
94,67,79,6
109,79,95,10
48,33,20,0
101,69,75,7
68,30,6,0
90,71,83,7
11,13,7,0
30,18,18,0
30,22,13,0
40,22,8,0
115,79,138,17
46,37,24,0
45,31,17,0
104,73,97,15
85,39,25,0
38,26,19,3
65,88,77,60
48,19,64,7
105,74,81,16
38,27,13,1
114,74,101,15
43,41,10,2
41,28,9,1
85,56,65,8
121,80,117,10
90,67,78,15
87,63,97,7
45,33,14,2
111,80,92,7
37,27,11,0
38,30,14,4
79,66,96,11
41,28,17,7
33,39,10,0
41,34,19,0
61,35,14,2
98,69,124,17
100,73,81,7
42,29,10,0
43,33,15,0
46,32,19,0
111,71,109,6
120,86,135,29
39,28,17,0
36,19,22,1
119,97,197,22
48,36,22,2
56,26,13,0
86,42,8,0
100,51,93,24
50,33,12,0
96,71,80,9
40,27,11,3
99,70,120,15
57,22,16,1
28,24,6,1
114,103,160,23
102,38,20,4
44,35,11,0
60,40,23,0
112,65,98,16
100,69,78,10
33,20,8,0
81,37,23,0
77,97,99,65
41,27,13,0
43,30,5,0
110,75,122,20
31,31,10,0
103,70,108,16
98,67,99,13
36,24,16,0
96,61,62,2
47,33,11,0
42,25,15,0
32,31,2,2
27,28,7,0
105,77,128,32
90,79,140,23
49,27,11,0
30,26,9,1
47,26,13,4
22,19,83,22
110,72,82,19
97,68,109,7
105,62,105,18
40,32,10,0
95,55,37,3
109,56,78,5
11,19,9,0
42,35,11,0
30,20,7,4
27,21,6,2
104,88,153,17
97,71,73,9
42,28,20,1
85,33,24,4
37,34,13,0
83,38,21,2
99,71,100,22
91,57,71,9
100,66,116,14
35,27,11,4
102,70,73,11
33,33,8,0
37,25,10,3
39,27,17,0
43,39,7,0
121,74,152,20
44,34,13,2
106,84,126,11
85,65,57,7
91,64,69,11
113,74,116,8
101,48,20,4
34,26,16,3
41,27,7,1
47,27,14,0
88,69,74,13
46,24,11,0
110,66,121,16
120,79,111,8
35,23,9,0
24,18,61,6
31,27,5,0
97,67,72,12
38,24,12,4
12,8,10,0
39,25,14,1
103,65,97,9
47,35,12,0
40,25,24,0
32,28,12,0
32,30,17,3
35,21,8,2
130,84,120,26
58,40,9,2
121,77,143,20
99,72,80,11
114,78,129,19
47,28,12,1
99,73,90,10
103,64,107,6
40,24,17,7
104,52,30,0
41,26,14,3
104,67,105,11
37,27,6,1
90,66,78,12
122,74,178,17
34,19,11,0
31,24,6,1
35,23,12,2
38,25,15,0
96,62,102,13
90,65,73,9
109,52,35,4
105,75,88,9
44,28,13,0
102,78,114,17
113,89,162,16
114,74,115,11
102,69,75,14
49,34,16,0
103,45,30,0
39,25,22,4
118,78,128,16
91,65,78,14
115,79,138,24
45,29,17,1
29,29,10,2
113,64,157,16
47,26,19,1
36,28,10,0
44,31,9,0
117,70,130,8
41,30,15,1
97,83,76,10
35,20,7,0
94,70,81,9
31,26,18,0
40,25,16,4
108,73,94,20
101,69,102,19
38,35,10,0
44,27,16,1
87,53,56,15
32,30,10,2
106,70,101,9
46,32,14,0
104,73,94,13
36,34,7,0
38,33,15,2
34,30,9,4
40,26,9,0
103,80,131,16
46,29,15,3
96,69,96,11
92,64,82,6
109,81,121,17
30,27,12,1
38,32,9,5
116,77,150,20
44,18,20,0
41,33,10,0
16,20,13,0
104,67,127,10
38,28,15,5
32,25,15,2
101,76,78,12
107,67,108,9
78,31,62,8
54,30,27,1
112,78,140,28
119,90,170,22
95,51,64,12
103,74,96,13
76,61,62,12
33,22,7,0
76,45,13,0
54,38,24,4
87,66,78,6
54,35,18,0
35,32,9,0
99,67,83,12
105,76,98,10
14,17,8,0
37,32,10,4
93,63,80,9
49,39,12,4
35,32,9,7
47,28,17,0
47,34,11,1
40,30,20,0
116,65,108,12
101,63,91,13
105,52,108,13
100,71,114,10
74,105,128,102
112,59,205,34
56,36,11,3
32,30,5,1
45,30,16,4
121,87,176,18
42,31,14,3
112,72,99,18
28,30,9,5
126,68,119,18
39,26,10,0
44,34,18,0
39,22,9,3
31,27,3,3
44,27,14,2
116,62,105,21
92,51,58,12
118,84,106,19
37,30,14,2
36,24,7,2
40,36,12,0
38,30,5,3
32,27,9,1
119,79,118,10
38,22,14,0
28,18,10,2
100,74,101,23
33,25,15,1
106,72,114,12
48,22,11,0
38,27,15,2
102,79,106,22
46,37,10,5
101,62,86,12
46,35,16,4
113,86,115,24
37,21,12,0
92,84,111,9
90,35,17,3
43,18,7,0
107,76,130,7
100,71,89,5
91,72,98,7
45,31,18,2
41,29,23,0
68,90,86,56
25,26,9,0
42,26,13,0
85,56,86,11
34,21,7,0
28,37,24,0
42,27,14,3
86,59,63,5
51,38,15,5
33,26,11,4
101,64,77,12
110,72,77,16
110,71,123,11
44,29,8,6
101,59,96,9
93,67,71,9
38,22,12,4
130,73,130,16
44,22,7,6
93,66,78,9
112,65,104,13
93,74,78,11
90,47,23,4
48,37,13,1
96,77,120,12
42,23,12,1
100,86,112,14
42,23,23,0
102,70,93,17
33,25,9,5
99,55,66,8
92,62,69,20
25,25,12,1
99,77,82,24
14,13,23,2
84,59,73,11
95,80,127,25
103,58,32,3
110,71,127,18
104,49,63,11
46,32,17,0
36,28,14,1
34,27,16,1
32,20,11,0
88,39,21,8
110,73,89,10
101,67,84,19
96,58,67,8
18,22,11,0
42,32,11,2
104,62,87,3
99,65,78,9
104,71,95,7
32,33,9,2
101,58,78,18
92,62,56,7
105,90,153,26
36,29,8,3
17,18,6,5
85,62,53,2
110,84,126,17
114,65,133,17
91,38,19,3
113,67,98,10
88,69,101,16
92,54,71,5
138,83,194,19
39,35,16,2
112,76,117,16
14,17,86,26
15,26,10,7
31,28,9,3
107,67,90,6
45,29,22,0
91,65,67,12
105,64,66,10
94,51,66,7
37,31,8,2
33,18,12,0
113,72,119,20
113,76,128,13
104,60,94,12
36,23,20,5
86,62,69,13
31,27,5,2
36,28,12,3
90,34,23,2
44,32,8,3
41,26,15,3
31,34,8,0
84,114,116,85
98,71,132,14
35,28,14,0
106,65,73,9
34,24,12,0
112,65,106,20
29,27,8,0
98,66,88,15
98,60,57,9
102,97,117,60
31,29,8,0
