s0,s10,s90,s90d
94,74,95,49
81,62,73,4
93,70,76,7
88,90,153,68
93,36,18,1
48,30,12,3
93,68,100,14
97,59,74,9
107,77,101,11
44,32,11,1
30,20,4,2
101,42,23,0
57,27,10,0
31,28,13,0
56,46,67,8
97,84,90,11
51,36,7,0
42,31,11,0
105,75,126,19
82,40,31,0
106,47,26,5
71,69,45,20
30,28,17,2
84,32,17,0
31,36,5,2
80,88,69,46
92,77,71,28
43,28,9,2
97,74,105,21
41,27,17,0
44,32,7,0
96,51,33,2
73,89,96,69
82,82,118,50
40,34,13,3
108,67,85,6
131,69,133,25
47,34,12,0
87,73,88,17
96,69,86,8
97,78,98,9
111,74,83,10
83,47,21,4
93,62,84,10
84,37,32,0
35,26,9,3
44,30,9,0
63,43,9,1
114,75,74,17
105,92,110,18
115,84,108,26
109,79,103,22
78,66,52,10
84,69,104,47
75,89,98,53
71,90,80,59
94,66,121,25
90,74,95,12
41,38,8,0
33,25,4,0
115,69,129,11
97,61,65,5
47,43,11,2
121,76,76,59
39,35,6,3
40,32,17,3
100,81,91,5
34,28,15,2
63,41,58,4
75,81,116,67
36,26,7,1
33,28,6,1
105,75,128,13
35,37,6,0
34,24,10,0
94,76,92,10
12,11,8,0
72,56,48,6
92,68,83,5
46,31,9,2
56,38,12,0
115,71,106,16
107,63,92,17
82,70,64,12
12,4,28,0
35,25,10,2
102,45,32,1
93,81,69,10
116,78,112,12
71,40,15,8
105,59,61,9
35,29,10,0
87,81,88,48
95,50,12,0
35,23,19,3
91,87,96,58
82,46,23,2
42,29,16,8
115,78,140,18
93,72,65,10
33,34,7,1
91,64,75,7
107,75,111,23
114,90,131,20
88,97,138,67
91,63,63,40
45,32,11,3
101,46,31,0
37,43,8,0
55,26,11,4
112,85,102,23
46,39,9,0
104,59,98,12
35,29,7,0
42,32,18,0
105,75,79,5
44,31,14,0
34,31,7,2
109,90,135,18
38,28,15,0
95,38,22,1
20,19,19,4
111,72,116,17
51,30,15,3
72,75,81,54
99,87,98,16
122,65,160,53
76,43,17,1
94,51,31,0
94,75,62,5
87,85,71,27
96,73,80,16
43,29,13,0
50,31,10,0
65,79,100,87
44,38,16,0
37,31,7,2
97,75,128,14
95,92,80,11
94,69,96,17
34,33,4,0
97,73,89,9
28,31,1,4
108,66,74,20
111,83,87,12
52,35,12,3
106,79,138,18
93,70,73,41
33,25,9,1
98,85,114,9
107,94,116,33
33,29,12,0
90,82,63,8
105,74,99,4
102,84,99,12
113,90,107,31
109,89,108,19
82,95,92,56
47,36,10,5
100,70,76,14
116,86,140,19
42,25,11,0
124,92,119,25
106,76,115,14
37,28,9,1
104,65,132,16
88,41,22,0
84,36,15,0
109,73,125,22
72,94,101,84
35,18,13,1
88,62,98,9
110,68,129,20
41,27,19,2
134,82,120,20
100,73,77,16
110,73,99,9
96,100,96,27
43,29,13,4
27,25,9,0
107,41,31,6
123,77,81,14
31,23,11,2
26,24,4,2
77,38,14,2
92,64,51,9
25,20,15,0
124,56,193,30
112,90,163,19
41,28,9,4
84,63,68,4
116,80,102,26
49,32,6,0
61,58,76,13
49,31,6,5
25,31,5,2
35,33,9,0
44,32,11,3
33,29,7,4
89,45,31,0
92,88,99,18
50,39,9,3
51,28,9,0
29,22,9,0
94,91,77,16
101,50,28,0
32,21,14,0
110,90,138,22
21,22,11,0
108,61,96,11
102,101,123,22
96,71,90,14
109,79,114,22
47,34,46,15
102,86,90,7
77,43,30,0
93,65,79,11
33,30,6,0
25,22,10,0
57,42,10,0
92,81,108,16
59,36,13,0
47,41,12,2
103,46,24,0
76,77,115,109
114,78,82,11
21,24,11,0
105,82,84,11
39,33,14,4
101,54,24,0
101,90,117,12
24,27,10,0
89,61,80,5
39,30,95,43
97,57,109,19
50,42,7,1
26,25,15,0
96,78,103,17
106,58,99,9
100,70,93,11
103,62,77,15
106,81,90,7
47,33,18,1
44,28,7,5
116,73,100,14
45,38,18,0
98,67,78,13
111,70,66,7
41,36,7,4
95,67,73,12
96,52,28,1
103,88,244,103
34,28,7,0
99,45,32,8
45,32,7,0
93,71,82,6
45,29,23,0
27,28,12,0
101,73,68,4
46,32,14,4
105,72,88,13
85,55,68,10
38,31,9,0
46,27,10,0
123,89,104,15
92,46,87,8
95,74,103,29
32,29,22,1
50,32,11,1
97,63,75,18
99,68,108,12
110,76,99,15
81,76,105,12
108,71,91,8
48,42,6,0
104,69,91,16
108,73,93,22
27,26,5,0
88,76,65,40
94,46,26,1
88,83,108,42
57,56,32,1
54,40,18,0
49,29,7,5
95,78,47,6
37,31,9,2
96,63,80,11
92,63,82,6
77,71,102,49
95,80,84,13
40,34,12,0
87,35,28,7
43,35,7,2
100,63,74,10
103,70,102,56
104,73,111,23
86,70,92,20
44,33,14,2
92,67,70,10
98,83,95,10
93,48,34,2
102,83,105,18
119,66,139,12
94,51,30,1
97,91,125,16
37,31,11,1
99,78,100,17
44,38,14,2
34,27,11,2
109,62,114,19
61,28,11,1
30,27,10,0
27,31,19,0
105,73,114,8
44,31,11,0
43,40,11,1
41,32,9,0
107,78,97,22
33,21,7,5
103,81,86,7
107,65,45,2
43,31,8,3
95,79,70,7
24,26,1,2
82,90,86,60
111,67,109,17
94,74,91,16
115,62,127,14
62,103,150,100
39,45,12,0
40,32,7,0
108,40,21,0
39,27,12,0
36,22,13,3
105,89,115,12
28,22,11,0
102,63,89,12
86,84,93,38
106,71,84,19
42,41,14,3
46,30,8,1
52,30,22,5
45,35,14,0
93,73,67,10
82,66,72,3
35,25,9,1
40,22,8,0
118,88,124,33
112,92,114,28
30,35,6,4
103,67,89,11
95,61,80,6
10,14,8,0
33,29,12,2
111,77,99,9
108,69,112,8
97,80,115,15
107,66,90,10
47,34,10,5
36,30,8,3
33,26,13,1
59,41,14,0
103,78,97,16
43,43,7,0
82,83,79,58
106,80,114,26
35,33,5,5
100,78,99,21
99,60,112,26
30,30,7,0
94,63,81,9
42,29,13,2
99,81,100,64
107,80,97,15
112,77,117,18
31,23,7,0
36,32,8,0
35,24,11,6
84,97,123,86
35,33,8,1
45,29,9,4
86,35,22,0
109,67,67,10
23,31,9,2
78,34,14,0
119,92,103,7
34,32,15,0
119,89,113,13
100,47,22,0
73,50,26,1
37,28,13,0
83,65,53,7
43,31,117,39
99,72,74,6
61,46,17,0
102,82,102,13
33,26,6,0
20,16,16,4
77,83,81,44
96,83,84,7
40,28,12,0
46,32,11,7
38,24,7,0
110,72,125,18
106,63,106,11
37,33,13,1
96,44,23,0
102,84,136,19
37,29,23,0
97,64,59,28
47,29,12,3
100,80,65,11
30,26,12,2
109,76,125,14
36,31,5,3
100,63,67,13
44,32,12,1
40,30,10,1
102,78,100,13
94,81,114,26
92,57,81,5
49,29,10,1
102,76,77,11
62,43,17,1
103,83,91,17
80,38,15,0
91,43,28,0
105,73,75,17
25,21,0,0
39,22,11,5
114,68,118,31
36,24,10,0
38,26,11,0
114,106,70,4
42,31,19,0
47,43,5,8
38,30,7,5
35,22,8,2
114,69,94,19
115,76,129,34
40,32,14,1
41,30,8,3
100,68,86,12
96,67,90,10
98,72,100,13
37,25,9,0
104,82,107,15
41,28,10,0
116,76,105,23
34,26,13,0
93,42,28,2
47,29,11,1
108,86,91,12
37,25,11,0
13,12,7,3
36,32,11,0
88,78,73,17
100,87,121,30
117,75,110,21
31,32,8,0
39,33,19,0
95,66,51,14
110,76,171,19
31,25,10,8
70,76,68,46
123,63,98,14
91,62,91,8
39,23,9,0
37,29,13,0
44,46,13,7
108,85,110,16
40,37,14,1
36,40,11,4
89,70,58,9
66,87,73,34
94,75,102,7
89,64,66,7
26,22,8,4
36,26,15,0
26,22,2,1
38,32,9,2
112,76,123,19
106,58,31,0
27,20,6,3
88,68,86,35
103,72,110,14
102,65,78,11
150,120,121,31
107,73,91,14
53,32,21,2
111,75,112,9
92,62,73,4
43,31,8,3
84,71,69,9
90,68,62,6
92,67,82,11
41,28,13,0
116,76,121,20
109,79,87,17
41,39,13,0
96,62,76,10
58,37,16,0
100,72,93,14
94,65,94,11
23,7,23,0
78,37,26,0
103,77,64,10
103,100,122,22
80,72,72,41
106,64,96,11
79,67,82,8
50,29,10,3
66,23,57,9
40,29,7,2
115,81,115,26
100,86,125,30
99,79,97,9
48,28,10,0
98,74,67,9
107,88,154,19
102,86,80,23
103,67,85,17
58,36,14,5
106,82,86,15
36,32,8,2
56,37,10,3
104,93,105,23
104,72,62,6
94,55,29,1
30,24,11,0
87,42,20,2
44,34,13,1
97,60,73,7
95,64,104,13
102,77,128,22
79,38,40,0
98,73,93,5
42,37,12,0
92,46,17,0
98,82,101,14
96,73,66,8
93,80,64,16
93,70,91,11
35,33,50,7
94,74,72,16
63,41,19,0
84,85,115,62
29,24,2,3
118,87,137,14
106,81,93,6
53,32,22,0
93,60,74,12
76,60,69,11
93,36,15,0
48,29,19,0
93,58,65,6
95,72,93,16
26,33,10,2
92,37,44,1
38,42,13,1
96,78,99,6
91,42,30,4
56,35,12,0
101,49,29,9
89,70,92,6
35,35,6,1
45,31,10,0
85,47,23,3
104,78,97,11
81,112,133,106
95,78,91,11
98,83,87,16
39,33,15,0
52,26,11,2
95,84,89,22
40,28,12,2
103,76,140,27
37,29,4,0
43,35,8,5
32,31,11,0
26,27,6,0
98,72,91,13
108,60,95,5
102,76,92,17
110,83,75,4
41,38,9,0
90,73,66,13
30,25,16,0
112,90,107,23
46,34,10,3
98,69,71,9
42,35,5,3
28,26,10,0
35,22,11,1
118,74,123,16
44,31,14,0
106,43,26,1
93,45,26,1
64,28,10,0
104,73,144,15
40,33,16,0
29,24,9,0
42,25,18,0
88,65,64,19
29,19,5,2
101,51,41,0
28,20,10,0
37,32,14,0
36,40,11,1
38,18,12,3
33,30,7,1
86,83,87,46
30,25,14,1
71,81,86,65
36,30,12,4
91,48,21,3
29,22,7,1
93,64,97,56
108,88,82,16
70,80,71,45
78,86,114,84
91,67,65,10
101,72,100,16
97,74,74,7
101,50,30,0
47,24,7,8
39,13,22,0
31,23,11,3
39,28,5,5
44,32,14,4
92,83,61,11
28,27,11,3
109,60,86,11
77,68,73,8
81,86,81,67
109,76,110,11
114,76,137,12
41,35,15,1
98,75,90,16
31,23,11,2
105,66,76,4
34,28,12,4
92,69,61,6
103,63,84,9
113,51,37,6
102,86,70,11
48,42,12,0
29,26,6,2
108,95,102,8
33,33,6,5
96,75,86,8
93,71,125,10
98,86,104,25
44,33,11,0
54,38,14,0
93,70,72,13
30,25,14,0
88,74,92,82
87,43,32,5
75,89,145,78
100,79,139,23
110,74,107,26
96,86,71,7
86,80,119,80
91,100,118,61
33,23,7,2
43,31,11,3
47,30,12,3
76,89,107,66
94,71,67,10
44,33,12,0
118,89,172,28
101,72,89,7
38,24,16,1
111,59,114,14
40,28,3,0
71,95,97,63
48,34,15,4
104,75,106,14
58,35,17,1
58,34,10,3
121,80,99,6
113,77,147,24
104,77,95,16
96,76,84,16
32,31,10,0
27,22,146,32
93,87,108,14
107,71,92,13
92,79,93,10
89,55,90,34
91,42,26,4
36,28,13,0
104,84,79,9
93,82,125,11
38,30,9,3
99,65,75,17
99,86,112,15
90,85,98,7
48,36,10,6
93,64,65,15
102,86,70,7
69,47,82,14
39,31,17,0
95,70,87,16
41,32,17,0
101,81,105,21
131,76,138,21
94,71,95,5
28,20,9,0
23,23,13,1
50,43,8,0
41,28,7,2
103,47,30,0
104,81,126,13
109,52,33,2
106,103,174,33
99,72,56,7
47,27,10,0
99,83,114,14
97,34,27,8
35,32,4,2
40,30,7,3
30,28,9,0
85,77,87,9
43,42,9,0
82,68,73,10
101,76,103,8
109,72,93,11
97,82,99,10
71,91,110,75
116,86,108,18
100,80,69,6
38,32,6,0
27,21,7,3
45,37,8,0
50,26,13,5
41,30,9,3
100,72,101,22
112,82,100,10
26,18,20,0
88,70,87,8
45,36,5,1
113,77,131,15
108,77,137,23
32,44,8,0
108,81,76,18
94,62,60,32
87,67,73,10
110,76,98,11
96,75,89,17
125,60,98,11
34,31,14,0
43,31,22,3
59,36,9,0
35,29,6,0
99,74,66,11
44,21,9,1
74,71,53,37
105,68,106,10
30,20,8,3
25,22,25,2
95,75,90,6
95,79,108,61
100,89,123,13
101,78,120,17
36,25,8,4
91,77,78,14
113,78,118,18
96,88,88,7
108,79,106,19
46,32,14,3
83,83,88,56
35,33,10,0
117,75,92,15
133,147,82,11
56,34,10,0
113,93,166,32
112,87,132,15
33,28,6,0
117,82,166,14
55,27,8,6
30,28,6,0
100,80,94,24
102,80,102,18
98,59,79,8
107,85,92,53
113,83,130,35
37,31,9,4
24,15,12,0
111,92,104,29
44,32,10,2
41,30,8,0
34,31,16,2
35,35,8,3
88,76,40,5
42,33,14,2
119,57,108,18
100,72,115,14
35,37,5,3
108,85,147,16
104,48,46,3
34,30,5,5
30,28,6,0
94,78,63,8
47,33,6,0
47,40,8,4
103,81,108,17
101,72,140,18
77,48,23,3
99,85,96,38
111,81,93,21
42,25,8,1
126,80,189,41
56,39,13,2
106,76,96,14
12,12,18,4
52,31,13,3
36,31,16,0
43,37,10,0
91,92,133,76
31,27,3,2
106,107,95,13
121,82,129,19
60,72,97,67
92,56,62,15
88,62,73,10
85,82,67,16
106,79,124,20
83,65,58,14
89,68,72,5
50,31,12,1
92,53,70,7
88,74,86,38
116,72,102,7
82,30,15,1
33,26,5,3
34,27,4,1
52,36,16,2
110,78,101,21
90,75,91,14
74,70,84,59
102,69,83,18
31,26,5,2
100,70,75,9
32,21,11,1
107,74,87,5
100,70,112,11
116,95,148,28
96,69,82,15
68,33,23,2
38,24,8,0
103,70,101,6
92,72,68,9
105,62,92,25
88,92,79,34
35,31,16,0
96,73,82,14
102,58,76,6
94,47,31,0
93,69,114,15
34,34,10,0
101,82,108,22
38,32,10,2
51,39,14,0
98,61,106,14
88,48,33,2
103,74,68,11
84,65,79,10
35,27,6,0
96,41,27,2
89,61,86,18
92,79,79,12
98,83,83,5
90,92,116,87
93,82,74,35
34,30,3,0
99,71,101,7
103,78,71,7
102,62,80,11
77,32,15,0
97,76,92,9
96,59,64,9
37,32,6,3
37,31,10,4
34,30,10,1
44,22,4,0
42,32,9,0
73,46,54,179
245,252,249,248
134,251,249,248
111,76,118,16
109,70,95,5
58,94,80,41
28,25,7,2
101,62,112,5
78,24,20,0
41,30,7,0
81,75,87,6
96,81,113,11
107,81,96,18
116,85,121,11
32,25,9,2
106,74,98,10
63,31,12,0
42,35,10,0
99,91,76,8
100,74,91,19
96,47,22,1
97,75,60,11
37,23,18,2
109,65,117,14
45,33,15,0
81,81,128,70
86,38,17,0
101,85,86,5
51,32,22,0
52,31,17,2
89,53,73,12
75,78,86,71
41,33,14,2
39,32,8,3
39,30,15,2
109,57,66,4
100,67,98,14
34,26,13,3
32,26,10,3
88,66,61,5
79,86,79,45
94,68,69,16
69,32,23,2
98,85,64,6
51,29,13,1
114,63,104,15
40,26,12,0
101,92,163,25
116,94,111,4
109,86,113,22
75,63,71,8
95,75,93,42
31,21,20,0
44,30,7,0
82,69,79,4
99,73,87,12
44,34,14,0
50,33,8,1
52,42,9,1
113,84,104,16
47,34,12,0
91,87,78,46
100,95,105,18
97,65,93,78
95,72,126,18
39,16,16,0
73,20,11,0
48,37,17,0
26,24,2,0
111,92,120,22
87,38,32,5
28,24,8,2
50,32,18,0
98,50,13,0
73,79,79,45
42,34,14,1
30,28,15,0
107,82,83,14
99,78,105,18
33,31,14,3
45,28,13,2
21,24,15,0
33,29,8,5
97,80,88,4
110,61,124,14
99,55,98,4
105,83,134,18
102,83,89,14
103,88,122,26
109,92,107,24
48,28,13,0
44,22,11,0
25,22,12,0
91,77,95,10
112,71,81,19
92,60,88,11
43,31,11,0
113,99,174,24
96,74,77,9
58,33,9,0
95,68,84,18
105,71,83,8
97,49,19,0
109,89,82,15
77,73,89,79
102,78,110,56
87,90,109,103
47,36,7,0
88,80,73,11
98,47,24,1
79,83,99,63
92,85,115,83
82,29,20,2
97,67,74,7
40,34,19,0
117,84,143,28
40,35,11,1
98,90,96,11
110,82,130,17
105,85,77,3
91,68,72,12
115,75,161,30
98,72,78,8
37,24,6,2
77,79,92,51
93,62,85,39
43,28,11,1
69,100,94,80
37,30,17,2
99,76,77,11
14,13,3,0
90,61,74,15
107,72,118,21
50,25,11,0
104,99,111,25
43,30,22,1
43,36,14,1
111,77,94,15
88,86,76,6
48,29,8,0
40,37,12,0
105,81,74,23
31,32,10,2
33,36,4,0
33,31,7,0
33,29,6,0
38,34,11,4
99,48,38,2
100,72,72,6
34,30,13,0
102,75,105,14
99,90,144,18
35,24,14,2
52,34,12,3
22,15,11,1
91,41,32,2
90,77,108,62
110,71,94,13
49,41,10,0
41,39,11,1
36,30,10,0
28,30,10,3
85,51,18,2
137,100,56,5
85,63,102,13
40,34,10,0
80,59,58,42
40,28,9,0
97,74,76,13
35,35,4,1
79,71,64,1
35,22,14,0
93,63,65,18
46,31,12,0
65,50,76,10
103,78,90,9
100,95,126,25
27,27,8,1
64,33,19,0
48,51,7,0
100,67,82,14
101,77,134,22
90,68,74,12
42,38,7,2
90,39,21,1
44,35,6,2
40,40,10,0
103,60,80,6
43,37,11,2
97,67,73,9
99,55,84,6
49,27,12,5
81,66,92,59
93,75,94,12
92,61,71,15
107,82,94,11
104,91,112,15
110,79,126,24
98,57,69,6
88,46,28,0
91,49,23,6
100,73,89,15
105,70,116,6
113,76,149,8
109,83,103,12
36,33,13,0
97,84,66,18
93,79,96,11
112,77,101,13
44,37,11,0
46,31,6,5
112,70,116,20
89,77,96,18
123,87,185,21
109,93,89,13
113,91,125,28
99,101,97,12
81,39,22,1
42,30,7,1
87,81,82,83
85,47,26,0
100,60,95,14
97,80,122,20
34,29,12,0
44,35,6,5
92,67,65,5
36,29,8,1
106,71,122,23
99,65,79,23
26,24,6,8
103,64,91,9
41,31,13,1
97,83,93,9
104,104,101,18
53,25,20,1
48,40,19,1
108,83,90,13
47,35,8,0
32,20,3,1
116,71,88,20
100,45,29,6
107,77,100,9
102,80,123,30
87,63,77,4
41,31,6,3
109,50,30,7
31,35,6,0
30,29,12,0
117,90,118,37
42,29,15,0
93,54,58,7
81,53,12,1
45,29,9,0
35,23,7,4
98,80,102,50
23,24,6,0
95,80,90,6
115,73,91,12
31,30,8,2
101,44,37,2
47,40,14,1
32,34,4,0
69,35,31,2
41,30,14,3
97,74,80,4
105,75,96,10
88,33,28,3
42,10,16,0
91,68,52,2
90,83,75,8
36,20,9,4
89,53,78,8
96,44,24,0
92,73,88,51
38,31,8,5
112,88,134,15
35,23,6,3
108,74,101,10
44,36,9,3
108,89,101,8
106,63,98,12
40,32,14,5
40,29,8,2
78,30,29,1
16,12,3,0
31,22,7,3
64,80,106,63
85,66,58,8
36,29,5,0
34,28,14,3
95,70,103,11
114,88,118,10
102,81,118,11
101,83,117,15
100,74,104,10
57,31,21,0
36,36,12,1
97,74,102,21
35,30,21,0
110,66,129,30
44,39,4,2
98,58,76,10
109,83,113,8
32,26,10,5
50,34,13,4
39,32,6,0
39,26,11,1
90,75,90,19
103,78,82,2
101,42,54,10
30,25,7,0
30,28,11,0
121,87,81,13
88,60,61,8
48,31,20,0
39,35,7,0
120,80,66,9
42,35,7,0
108,73,114,16
90,66,114,14
50,32,13,1
34,22,13,3
34,27,10,1
40,27,6,0
39,24,10,0
36,22,9,2
10,10,6,3
114,106,138,24
96,75,82,12
110,94,100,10
45,31,17,0
102,59,100,11
100,86,147,25
88,65,88,6
34,33,7,1
106,84,89,8
80,94,68,34
53,37,11,0
74,86,90,172
103,79,127,15
55,55,16,2
93,73,84,58
94,45,27,0
38,31,19,0
76,74,77,47
78,89,130,83
111,59,102,13
75,32,20,0
115,76,129,25
27,28,11,7
91,64,96,12
114,84,167,31
113,82,99,17
33,30,4,0
108,81,107,12
103,102,118,23
95,63,75,8
88,83,58,12
102,82,83,9
36,35,2,6
48,32,10,0
101,69,68,6
30,23,11,0
71,80,75,33
90,76,112,9
43,41,15,1
102,62,96,21
102,76,78,13
85,76,102,49
101,76,90,12
85,98,113,59
93,62,70,10
96,76,64,6
87,77,93,35
49,38,16,0
26,21,3,3
83,77,81,64
79,106,134,64
106,68,86,20
107,69,98,11
15,17,14,0
28,15,7,0
28,21,1,2
97,66,91,15
42,34,12,2
103,53,75,17
102,40,32,6
103,78,102,15
44,38,11,2
95,66,80,6
35,42,13,0
98,60,97,9
106,79,167,18
110,76,96,16
99,75,94,4
110,92,130,26
102,94,73,15
99,71,102,6
41,30,12,3
37,28,11,0
103,78,105,14
94,68,44,15
37,24,11,2
111,72,95,18
40,45,13,0
93,62,54,8
97,45,27,4
43,32,10,2
93,79,58,32
91,41,19,3
88,75,89,10
105,88,101,12
103,62,92,9
87,71,92,52
43,43,12,1
44,39,14,0
96,61,81,13
65,91,103,60
20,18,4,0
91,66,71,7
22,22,11,0
86,84,68,12
99,88,103,14
81,103,104,44
98,90,151,73
99,85,105,9
79,80,54,23
93,51,29,4
43,32,9,4
116,101,144,23
44,41,10,1
93,76,97,12
85,43,26,0
111,90,81,6
67,82,89,38
87,87,125,70
122,88,249,61
76,90,80,57
113,81,70,16
37,31,24,3
75,44,15,0
49,33,17,0
37,37,7,0
31,31,7,0
35,18,14,3
111,71,109,13
37,37,11,1
43,27,17,1
34,25,12,0
112,76,110,19
34,34,23,0
25,26,12,0
36,25,10,3
98,72,90,13
106,91,131,20
109,65,121,23
25,24,11,4
66,115,155,109
37,31,8,0
36,29,12,0
106,84,97,15
46,34,11,0
113,82,128,20
89,43,21,3
35,28,11,0
94,59,77,17
96,68,101,14
101,62,87,20
93,71,78,4
40,26,11,0
98,82,148,25
109,85,117,11
30,33,12,4
33,29,9,0
80,41,11,5
31,24,7,3
41,24,9,0
34,30,7,1
49,35,20,1
95,78,94,12
99,77,107,4
94,68,121,13
72,89,55,51
33,30,11,0
37,29,13,1
93,68,124,65
122,41,134,21
105,79,136,24
37,39,7,1
53,28,15,4
102,82,64,3
105,83,100,22
95,95,78,17
119,53,108,15
40,31,9,2
35,28,12,6
37,40,8,0
27,22,8,0
28,26,7,1
80,73,64,74
57,47,19,0
96,66,92,21
40,38,7,1
54,32,12,1
100,86,128,20
40,32,14,1
32,29,14,0
42,36,9,3
36,36,7,3
105,71,117,9
101,71,92,5
135,114,136,13
36,27,12,3
27,24,9,0
99,68,69,11
88,69,75,46
103,86,95,15
44,28,15,0
105,77,84,23
53,40,14,0
99,81,105,20
86,65,80,17
111,71,126,20
107,84,112,12
39,30,15,0
46,27,14,2
94,50,26,1
42,37,9,1
103,78,108,21
42,31,14,0
75,31,33,5
31,27,4,3
114,84,160,22
99,75,137,10
45,29,11,5
96,52,33,2
100,68,79,11
26,15,8,6
108,64,103,8
36,25,9,2
50,29,13,0
93,87,99,12
40,27,19,1
103,72,65,4
66,109,89,73
98,82,89,9
49,26,7,1
28,30,3,1
64,81,102,57
49,34,6,0
81,68,49,10
101,75,82,12
25,23,6,0
28,25,16,0
40,35,17,3
109,75,87,15
109,87,77,15
96,78,78,11
88,67,65,3
112,99,131,14
44,28,16,3
32,31,3,0
107,70,89,8
108,68,83,5
35,28,11,0
98,71,87,9
101,66,97,13
106,79,97,13
36,26,19,2
111,89,120,27
113,90,107,15
47,28,8,0
27,23,21,5
85,36,15,3
47,32,12,0
99,76,92,14
96,37,25,1
45,30,6,3
110,68,38,0
99,85,123,17
49,32,7,1
109,70,92,22
38,30,9,3
108,64,119,22
86,80,98,4
31,18,16,0
33,21,13,0
48,23,12,1
35,29,11,4
92,78,105,13
33,24,7,3
33,20,10,0
116,109,136,19
80,73,61,40
85,96,135,101
30,26,4,0
110,89,100,17
40,43,9,0
49,33,10,3
116,78,126,23
90,45,27,0
45,29,8,3
108,65,75,6
72,49,247,152
105,90,84,9
43,42,6,3
92,81,83,60
38,30,9,0
86,84,65,47
79,34,18,0
29,23,7,0
52,29,18,5
34,39,3,5
107,76,90,19
37,35,18,5
105,83,107,25
30,18,7,0
35,30,10,0
105,80,109,8
65,91,98,86
90,40,32,6
99,73,86,12
79,41,24,3
98,75,90,13
124,74,203,94
43,40,58,11
102,77,100,15
75,84,81,61
48,29,8,3
30,25,3,0
97,68,76,6
125,121,128,23
120,82,137,26
107,82,97,24
30,22,6,2
96,67,71,12
122,85,122,19
33,28,7,0
92,70,89,11
64,34,12,0
98,71,79,8
120,75,97,20
94,72,45,3
89,71,75,11
35,29,9,1
102,69,72,8
113,68,69,12
91,64,50,8
42,19,10,0
38,40,10,1
104,80,67,13
96,65,98,9
33,23,16,2
129,110,138,24
36,27,9,0
29,22,15,2
99,61,92,20
39,31,20,2
39,27,12,0
40,32,13,0
90,35,30,4
87,42,20,0
50,34,137,51
104,68,91,8
58,38,75,9
78,77,63,27
104,86,100,26
54,33,13,0
98,87,122,9
97,73,91,8
100,69,74,11
104,85,109,13
39,31,10,4
89,56,99,94
107,73,68,16
38,29,3,2
110,71,119,9
105,79,85,18
102,71,79,12
46,29,13,1
91,76,135,108
111,77,112,7
34,16,5,5
83,70,63,10
10,10,1,3
37,28,6,0
29,26,10,3
111,83,139,20
102,77,120,10
88,67,78,53
47,37,12,3
52,34,14,0
41,32,15,0
28,23,6,3
124,74,142,17
113,73,69,18
56,28,11,4
45,31,10,0
39,28,8,2
98,87,73,7
82,86,117,85
98,69,83,34
46,35,14,0
124,94,135,15
106,80,112,22
39,31,9,0
39,31,24,1
94,85,122,18
97,78,89,13
100,78,81,10
111,78,115,25
105,64,91,9
88,70,65,16
59,79,78,64
111,85,96,22
26,23,6,0
94,93,115,72
107,70,157,24
109,79,97,20
46,34,14,2
98,66,91,11
77,95,83,29
106,66,97,8
107,82,117,16
30,30,9,3
40,35,5,0
132,121,131,17
92,71,95,7
85,61,67,5
59,29,14,2
43,35,12,2
39,30,12,0
107,71,88,24
91,82,88,85
47,32,20,0
81,82,54,35
41,24,16,0
36,24,10,0
42,29,10,0
84,65,53,8
91,76,122,14
83,37,22,0
94,73,74,6
105,65,125,13
94,75,74,10
74,74,73,53
97,88,144,14
94,71,168,16
104,75,93,19
107,91,99,12
99,71,85,9
42,31,10,0
36,27,7,0
109,36,103,14
42,30,9,0
51,33,14,0
33,24,9,1
96,73,102,73
26,24,12,0
31,30,7,3
104,79,100,13
109,80,101,10
38,37,9,1
28,23,17,0
16,19,18,0
98,61,87,10
65,37,15,3
111,71,106,13
106,89,109,24
51,31,15,0
96,59,72,8
103,78,75,24
45,46,13,0
94,66,57,7
24,28,14,6
25,24,7,0
80,61,57,6
96,73,83,11
50,35,14,3
49,36,7,2
89,32,18,0
107,82,107,11
123,84,116,16
27,29,9,0
36,36,11,1
100,79,110,15
49,34,6,4
48,30,16,0
28,23,2,6
114,77,151,24
36,37,15,1
48,32,18,0
33,19,13,2
47,24,17,1
37,36,11,0
39,25,15,0
85,72,89,12
52,27,18,7
31,27,11,1
13,11,22,0
93,69,58,9
42,35,13,2
45,47,13,0
39,28,13,7
107,77,87,3
66,80,88,59
99,54,60,9
100,74,125,14
105,80,143,12
90,73,137,54
41,24,19,4
87,78,90,86
130,70,139,17
43,25,14,5
35,30,8,4
106,107,136,25
53,38,44,3
76,87,95,34
75,73,104,53
121,88,153,28
45,35,8,0
89,69,81,13
110,77,94,10
33,35,4,0
96,72,93,17
112,56,38,2
46,36,9,0
47,52,14,0
90,73,66,2
40,31,9,0
95,60,69,5
99,63,106,12
69,21,38,10
43,29,11,0
94,48,18,0
81,30,23,4
86,67,79,15
66,88,81,55
47,42,9,2
46,43,8,3
98,90,121,12
119,80,136,22
35,27,9,1
28,25,10,0
46,34,12,0
94,71,75,5
80,42,17,2
44,32,5,6
118,70,123,10
109,54,86,19
31,25,14,0
95,82,86,8
42,29,20,0
98,72,67,9
49,32,15,1
49,26,7,1
108,86,152,16
99,78,114,9
28,26,11,4
48,33,9,1
